recommendation_type,entity_type,entity_id,priority,risk_level,probability,recommendation,business_reason
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5094103627466411,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4605246197079651,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5323886276617492,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4670348197775638,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4784014005671805,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4968371461926399,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5055440776539825,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5094499902717186,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4720825790963319,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4586374918789773,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5251435745951112,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5003067787621753,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5435929109889396,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5094116201500425,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5552194901339328,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5244467552206641,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4881170697127718,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5330875073396898,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4599197307779795,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5681347166374702,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5093275904371449,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4724801760548685,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5102518410936976,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4459718514549041,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4681882805934122,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5044063425361409,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4745009291604711,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5340508295103663,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.567614308700035,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5254164947306716,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4724342834199935,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5146808692953808,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4862061771973334,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4906415690035108,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5082837624271938,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4721276357258659,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4886710867812229,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5323950273395056,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5263232380950853,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4534909707196617,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5435759710541785,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4888097309355836,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5213308182760423,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5305829880185879,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5203434705084512,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5150012773917989,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5140696979321905,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5031917959163,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4916801068814243,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5451510859882583,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4672903094646387,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4261448209939558,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5060683574175788,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5113361698498807,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5263878813286786,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4851938951224022,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5504423386124483,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5006515602706119,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4608870229834271,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5150502847100342,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5255112728580397,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4988274707243745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5004490708738294,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4802822322589016,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4942295526408454,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.454105054461167,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.547694082714819,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4909967205535236,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5070685803169093,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4820848923208345,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5418249425510012,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5359254345373385,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4601640154432522,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4680320727519803,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.504425235961635,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4804551669796204,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5000054364080202,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5269575931400361,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4640199705474119,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4934682229470294,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4834876527904805,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5046821512965607,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4883381480668672,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4751501243720745,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4808927811688741,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4781271320954012,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4950820387033957,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4741362916333327,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4923687670507652,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5107215163945901,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5097270193637382,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5327775792034244,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4639735903798272,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5070549743267398,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5157330864871751,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5452641235675905,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5478986625928681,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4841426650235947,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5158042593539874,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4905619532259843,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5590794188709075,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5039791836625921,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5549412222574092,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4881893984063975,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5194070879348663,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.500788211156264,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5567788026920273,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4975033250728771,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5354979025120101,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4560098065334984,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4845530272455119,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4566707013335272,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5079027649153213,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5271395584616563,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.547452335163611,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5145510142836967,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5645773038695605,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4839982004201949,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5452866883455655,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5165716155331617,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4919916405983425,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4681078695082117,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4312992950542908,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4691474911696523,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.519601745719639,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5009995320444764,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.45336455938946,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4564265846627656,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5153389351065174,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5355192605836367,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.53393615055109,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5143274471373648,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5175911089196702,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5120884055391695,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5408794038560282,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5179736317527486,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4687284810948056,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4800341790638922,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5395639823789713,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4974079219230775,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4619347403962354,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4716109130556141,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4898512631373513,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4581657863610952,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4946732524342959,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4750007342071325,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4743987141191151,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4910630607481166,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4855001607144468,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5267223198264108,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4736612795782166,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5481090929332058,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5227372633346231,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5138298159074255,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4857782828105951,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5451043896091491,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4531489922735389,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4696557520971363,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5090790927623087,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4864261894653159,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5569811185661437,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.501702913081964,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.500366521403543,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5278521172169873,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5131622731988204,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5353817120698003,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4833432393144246,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5271698920044892,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5196911534048582,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5144870569602398,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4944813389574662,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4996516228847928,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4530837848144922,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5430524090587607,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5112488806714698,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4798977283388901,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5153570767521138,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5055954331254501,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5273962699555251,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4844382920172726,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.495030801230205,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5102801013042063,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5260935473669135,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5347281035827118,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.5929958572404136,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.47718021418437,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4801131269057687,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
Cancellation Prevention,Booking,UNKNOWN,MEDIUM,MEDIUM,0.4936345158348462,Send travel reminder closer to departure.,Reduce preventable booking cancellations.
