customer_id,seat_count,ticket_price,total_amount,payment_method,route_id,vehicle_type,total_seats,distance_km,base_fare,lead_time_days,booking_month,travel_month,booking_day_of_week,travel_day_of_week,booking_hour,travel_hour,price_per_seat,distance_category,is_cancelled
CUST00072,3,1127.44,3382.32,CASH,R027,CAB,6,599,1178.25,14,12,12,3,3,0,21,1127.44,Long,0
CUST04265,3,1733.43,5200.29,CARD,R026,AUTO,3,546,1725.95,5,3,3,3,1,0,18,1733.43,Long,0
CUST00739,3,1037.99,3113.97,CARD,R025,CAB,6,329,1065.62,35,10,11,5,5,0,15,1037.99,Long,0
CUST02584,5,442.91,2214.55,NETBANKING,R030,BUS,40,112,391.56,38,4,5,0,3,0,7,442.91,Medium,0
CUST04129,4,826.91,3307.64,WALLET,R028,BUS,40,242,810.65,11,1,2,3,0,0,13,826.91,Medium,0
CUST02106,4,1270.33,5081.32,NETBANKING,R020,BUS,40,422,1269.64,58,7,9,5,0,0,22,1270.33,Long,0
CUST00542,3,920.61,2761.83,WALLET,R010,BUS,40,305,781.03,35,12,1,4,4,0,11,920.61,Long,0
CUST02029,1,1236.87,1236.87,CARD,R025,BIKE,1,329,1065.62,39,12,2,2,6,0,8,1236.87,Long,0
CUST00856,1,1114.02,1114.02,CARD,R027,BIKE,1,599,1178.25,1,6,6,2,3,0,16,1114.02,Long,0
CUST03401,4,1234.42,4937.68,WALLET,R018,CAB,4,448,1294.44,11,9,9,4,1,0,22,1234.42,Long,0
CUST04719,1,1165.22,1165.22,NETBANKING,R005,BIKE,1,389,1090.98,38,8,9,3,6,0,19,1165.22,Long,0
CUST00639,1,442.1,442.1,UPI,R015,CAB,6,133,405.08,21,9,10,3,3,0,20,442.1,Medium,0
CUST04782,3,880.14,2640.42,NETBANKING,R012,CAB,6,370,938.58,11,5,6,5,2,0,21,880.14,Long,0
CUST01755,1,1832.48,1832.48,CASH,R003,CAB,4,537,1539.27,28,8,8,4,4,0,20,1832.48,Long,0
CUST00769,1,923.5,923.5,CASH,R010,AUTO,3,305,781.03,30,1,2,4,6,0,22,923.5,Long,0
CUST02015,1,1227.23,1227.23,UPI,R027,BIKE,1,599,1178.25,60,12,2,3,0,0,5,1227.23,Long,1
CUST00927,4,1060.27,4241.08,CARD,R012,BUS,50,370,938.58,41,8,9,0,6,0,20,1060.27,Long,0
CUST03295,1,888.77,888.77,UPI,R022,BIKE,1,278,780.99,31,6,7,2,5,0,10,888.77,Medium,0
CUST00677,1,1247.95,1247.95,CARD,R001,BIKE,1,384,1072.45,8,5,5,0,1,0,17,1247.95,Long,0
CUST01692,2,1305.49,2610.98,CASH,R027,BUS,45,599,1178.25,21,9,10,6,6,0,11,1305.49,Long,0
CUST01881,2,1242.05,2484.1,UPI,R018,AUTO,3,448,1294.44,59,4,6,3,6,0,19,1242.05,Long,0
CUST03626,1,1311.25,1311.25,UPI,R020,BIKE,1,422,1269.64,1,1,1,1,2,0,8,1311.25,Long,0
CUST00215,2,686.02,1372.04,CARD,R017,CAB,4,322,615.32,4,5,5,6,3,0,22,686.02,Long,0
CUST03989,1,431.71,431.71,UPI,R030,BIKE,1,112,391.56,19,4,4,3,1,0,15,431.71,Medium,0
CUST02061,4,1550.53,6202.12,WALLET,R004,CAB,4,618,1342.88,23,5,6,1,3,0,18,1550.53,Very Long,0
CUST02953,1,456.75,456.75,WALLET,R013,BUS,50,147,405.2,31,5,6,6,2,0,9,456.75,Medium,1
CUST01155,1,986.65,986.65,WALLET,R009,AUTO,3,292,894.23,60,12,2,2,6,0,8,986.65,Medium,0
CUST00046,1,838.29,838.29,WALLET,R008,BIKE,1,284,827.65,7,1,1,3,3,0,15,838.29,Medium,0
CUST00554,4,1027.73,4110.92,NETBANKING,R002,BUS,50,370,1006.8,23,6,6,0,2,0,13,1027.73,Long,0
CUST03827,4,1368.49,5473.96,NETBANKING,R018,CAB,4,448,1294.44,3,9,9,5,1,0,22,1368.49,Long,0
CUST03230,3,366.53,1099.59,NETBANKING,R015,BUS,30,133,405.08,50,3,5,5,6,0,8,366.53,Medium,0
CUST00830,2,478.34,956.68,CARD,R015,BUS,30,133,405.08,10,11,12,1,4,0,8,478.34,Medium,1
CUST04870,4,481.86,1927.44,WALLET,R029,BUS,45,173,436.21,44,7,8,4,6,0,20,481.86,Medium,0
CUST03714,1,1319.63,1319.63,CARD,R024,BIKE,1,544,1374.49,40,8,9,3,1,0,13,1319.63,Long,0
CUST01527,1,434.99,434.99,CARD,R015,BUS,30,133,405.08,54,10,12,6,4,0,8,434.99,Medium,0
CUST00972,1,1343.11,1343.11,NETBANKING,R018,BUS,50,448,1294.44,40,2,3,1,6,0,11,1343.11,Long,0
CUST04631,2,415.9,831.8,NETBANKING,R013,BUS,50,147,405.2,31,4,5,2,5,0,13,415.9,Medium,0
CUST04809,3,1392.85,4178.55,NETBANKING,R018,AUTO,3,448,1294.44,32,4,6,2,6,0,19,1392.8500000000001,Long,0
CUST00436,1,1159.38,1159.38,CARD,R020,BUS,45,422,1269.64,3,6,6,2,5,0,10,1159.38,Long,0
CUST02887,1,1399.53,1399.53,WALLET,R003,AUTO,3,537,1539.27,27,8,9,5,4,0,20,1399.53,Long,0
CUST03805,1,629.7,629.7,NETBANKING,R014,BIKE,1,201,589.52,23,3,4,3,5,0,22,629.7,Medium,0
CUST04504,1,640.31,640.31,WALLET,R017,BIKE,1,322,615.32,55,8,10,3,2,0,14,640.31,Long,0
CUST00459,2,1667.61,3335.22,CASH,R026,CAB,6,546,1725.95,56,7,8,4,4,0,11,1667.61,Long,0
CUST01753,1,567.18,567.18,UPI,R014,BIKE,1,201,589.52,46,2,4,1,5,0,22,567.18,Medium,0
CUST04674,1,563.62,563.62,WALLET,R014,BIKE,1,201,589.52,39,5,7,6,3,0,22,563.62,Medium,0
CUST00960,1,704.82,704.82,CASH,R017,CAB,6,322,615.32,31,11,12,4,0,0,15,704.82,Long,0
CUST02909,1,1300.05,1300.05,NETBANKING,R020,BIKE,1,422,1269.64,60,11,1,5,2,0,8,1300.05,Long,0
CUST00356,1,1459.48,1459.48,UPI,R020,BIKE,1,422,1269.64,44,12,1,0,2,0,8,1459.48,Long,0
CUST04262,1,592.12,592.12,WALLET,R017,BIKE,1,322,615.32,57,3,5,4,5,0,8,592.12,Long,1
CUST03680,1,392.99,392.99,NETBANKING,R021,AUTO,3,110,343.17,45,12,1,1,4,0,6,392.99,Medium,0
CUST01058,2,805.07,1610.14,NETBANKING,R028,CAB,5,242,810.65,10,5,5,1,4,0,11,805.07,Medium,0
CUST02808,3,968.76,2906.28,WALLET,R008,AUTO,3,284,827.65,55,3,5,5,4,0,19,968.7600000000001,Medium,0
CUST00106,1,380.3,380.3,UPI,R013,BIKE,1,147,405.2,43,1,3,5,6,0,6,380.3,Medium,0
CUST02297,1,1869.47,1869.47,CARD,R011,BIKE,1,531,1605.83,45,1,2,2,5,0,10,1869.47,Long,0
CUST01905,4,909.77,3639.08,WALLET,R008,CAB,5,284,827.65,2,1,1,4,6,0,18,909.77,Medium,0
CUST03838,1,389.95,389.95,CASH,R030,CAB,4,112,391.56,51,9,11,2,4,0,11,389.95,Medium,0
CUST03145,1,782.1,782.1,CARD,R010,BIKE,1,305,781.03,50,4,5,3,4,0,22,782.1,Long,0
CUST02378,1,1598.84,1598.84,CARD,R024,BIKE,1,544,1374.49,32,7,8,4,1,0,8,1598.84,Long,0
CUST02556,1,963.16,963.16,CARD,R008,BUS,30,284,827.65,47,1,2,6,4,0,10,963.16,Medium,0
CUST00736,2,913.48,1826.96,CARD,R010,AUTO,3,305,781.03,16,10,10,5,0,0,9,913.48,Long,1
CUST00007,5,996.02,4980.1,CARD,R009,BUS,50,292,894.23,25,1,2,1,5,0,14,996.0200000000001,Medium,1
CUST02969,1,723.88,723.88,UPI,R010,AUTO,3,305,781.03,52,9,10,4,0,0,9,723.88,Long,0
CUST00856,1,808.76,808.76,CASH,R023,BIKE,1,385,883.19,38,11,1,2,5,0,12,808.76,Long,1
CUST01390,1,1073.16,1073.16,UPI,R002,CAB,5,370,1006.8,16,2,2,6,1,0,8,1073.16,Long,0
CUST01923,3,937.18,2811.54,UPI,R028,BUS,40,242,810.65,52,12,2,4,0,0,13,937.18,Medium,0
CUST04387,2,811.28,1622.56,UPI,R028,CAB,5,242,810.65,12,10,11,4,2,0,20,811.28,Medium,0
CUST02303,1,1132.89,1132.89,CARD,R025,BIKE,1,329,1065.62,22,1,2,5,6,0,8,1132.89,Long,1
CUST02842,1,1906.97,1906.97,CARD,R026,BIKE,1,546,1725.95,40,6,8,3,1,0,17,1906.97,Long,0
CUST01594,2,868.37,1736.74,WALLET,R022,AUTO,3,278,780.99,4,9,9,4,1,0,5,868.37,Medium,0
CUST03164,1,333.81,333.81,CARD,R021,CAB,5,110,343.17,28,10,11,3,3,0,17,333.81,Medium,0
CUST03583,1,1429.92,1429.92,CARD,R016,CAB,5,523,1357.24,35,10,11,0,0,0,5,1429.92,Long,0
CUST03085,4,944.28,3777.12,CASH,R009,CAB,4,292,894.23,9,11,11,1,3,0,16,944.28,Medium,0
CUST02891,4,473.37,1893.48,WALLET,R013,BUS,40,147,405.2,20,11,12,2,1,0,11,473.37,Medium,0
CUST02400,1,1245.7,1245.7,CARD,R001,BUS,30,384,1072.45,55,7,8,1,0,0,17,1245.7,Long,1
CUST02789,1,993.77,993.77,CASH,R005,BUS,40,389,1090.98,5,1,1,1,6,0,5,993.77,Long,0
CUST04608,3,1208.33,3624.99,CASH,R025,AUTO,3,329,1065.62,14,6,7,0,0,0,20,1208.33,Long,0
CUST02582,1,1684.77,1684.77,WALLET,R011,BIKE,1,531,1605.83,28,6,7,2,2,0,15,1684.77,Long,0
CUST02497,3,467.37,1402.11,CASH,R030,CAB,5,112,391.56,40,12,1,2,0,0,11,467.36999999999995,Medium,0
CUST01203,1,691.68,691.68,WALLET,R017,BIKE,1,322,615.32,8,5,5,3,4,0,8,691.68,Long,0
CUST01307,1,814.08,814.08,NETBANKING,R010,AUTO,3,305,781.03,39,1,3,2,6,0,10,814.08,Long,0
CUST00314,1,1058.01,1058.01,WALLET,R012,CAB,5,370,938.58,42,1,3,2,2,0,19,1058.01,Long,0
CUST02986,4,916.23,3664.92,WALLET,R008,CAB,5,284,827.65,28,12,1,6,6,0,18,916.23,Medium,0
CUST00302,2,1864.24,3728.48,CASH,R011,AUTO,3,531,1605.83,31,11,12,3,6,0,9,1864.24,Long,0
CUST03009,2,798.8,1597.6,CASH,R010,BUS,30,305,781.03,35,8,9,3,3,0,8,798.8,Long,0
CUST03631,3,367.56,1102.68,WALLET,R015,BUS,30,133,405.08,34,4,5,0,6,0,8,367.56,Medium,0
CUST01076,1,667.8,667.8,WALLET,R014,BIKE,1,201,589.52,57,5,7,5,6,0,22,667.8,Medium,0
CUST02269,2,771.39,1542.78,WALLET,R028,AUTO,3,242,810.65,60,9,11,3,0,0,16,771.39,Medium,0
CUST01676,2,1108.01,2216.02,CASH,R001,AUTO,3,384,1072.45,28,6,7,2,2,0,13,1108.01,Long,1
CUST04238,2,1218.62,2437.24,WALLET,R027,CAB,6,599,1178.25,1,12,12,2,3,0,21,1218.62,Long,0
CUST04565,3,957.17,2871.51,CASH,R002,BUS,40,370,1006.8,53,2,3,2,6,0,20,957.1700000000001,Long,0
CUST04226,5,985.1,4925.5,NETBANKING,R008,BUS,30,284,827.65,44,1,2,2,4,0,10,985.1,Medium,0
CUST02273,3,926.38,2779.14,CASH,R019,AUTO,3,332,952.53,38,12,1,3,6,0,5,926.38,Long,0
CUST01559,2,628.81,1257.62,WALLET,R006,BUS,40,180,630.68,7,4,4,0,0,0,7,628.81,Medium,0
CUST02966,1,633.87,633.87,WALLET,R017,AUTO,3,322,615.32,30,1,2,5,0,0,16,633.87,Long,0
CUST04594,3,735.65,2206.95,CASH,R028,BUS,45,242,810.65,25,3,4,0,4,0,21,735.65,Medium,1
CUST00010,1,823.62,823.62,NETBANKING,R008,CAB,4,284,827.65,24,8,9,5,1,0,21,823.62,Medium,1
CUST01760,2,365.25,730.5,WALLET,R030,AUTO,3,112,391.56,8,5,6,5,6,0,6,365.25,Medium,1
CUST03573,1,358.56,358.56,CASH,R021,BIKE,1,110,343.17,22,7,8,3,4,0,22,358.56,Medium,0
CUST04711,2,1729.59,3459.18,NETBANKING,R011,BUS,45,531,1605.83,5,7,7,4,2,0,6,1729.59,Long,1
CUST02979,4,785.15,3140.6,CASH,R010,BUS,40,305,781.03,56,11,1,4,4,0,5,785.15,Long,0
CUST01858,1,1684.71,1684.71,NETBANKING,R003,AUTO,3,537,1539.27,29,8,9,3,4,0,20,1684.71,Long,1
CUST04956,1,1103.08,1103.08,NETBANKING,R001,BIKE,1,384,1072.45,34,6,7,3,2,0,20,1103.08,Long,0
CUST00830,1,357.52,357.52,CARD,R030,BIKE,1,112,391.56,50,3,4,0,1,0,15,357.52,Medium,0
CUST00472,2,1270.52,2541.04,CASH,R027,AUTO,3,599,1178.25,17,12,1,4,0,0,6,1270.52,Long,0
CUST00093,1,466.03,466.03,NETBANKING,R029,BIKE,1,173,436.21,29,6,7,6,0,0,10,466.03,Medium,1
CUST00799,2,1550.38,3100.76,UPI,R018,AUTO,3,448,1294.44,41,6,7,1,0,0,19,1550.38,Long,0
CUST02262,2,1268.85,2537.7,UPI,R027,BUS,30,599,1178.25,50,3,5,4,5,0,9,1268.85,Long,0
CUST01718,1,1093.13,1093.13,CASH,R005,AUTO,3,389,1090.98,47,7,9,6,4,0,20,1093.13,Long,0
CUST03358,3,397.32,1191.96,CASH,R029,AUTO,3,173,436.21,26,2,3,5,3,0,9,397.32,Medium,0
CUST03136,1,985.49,985.49,CASH,R008,BIKE,1,284,827.65,49,4,5,3,3,0,8,985.49,Medium,0
CUST04833,1,1298.58,1298.58,CARD,R024,BIKE,1,544,1374.49,23,8,9,6,1,0,13,1298.58,Long,0
CUST01080,2,1298.11,2596.22,UPI,R020,BUS,40,422,1269.64,55,7,9,1,0,0,22,1298.11,Long,0
CUST04204,1,1715.41,1715.41,UPI,R011,BIKE,1,531,1605.83,41,3,4,2,1,0,9,1715.41,Long,0
CUST03307,1,1440.71,1440.71,CARD,R020,BIKE,1,422,1269.64,1,1,1,1,2,0,8,1440.71,Long,0
CUST00428,1,1247.77,1247.77,WALLET,R005,AUTO,3,389,1090.98,2,3,3,0,2,0,8,1247.77,Long,0
CUST04323,3,978.29,2934.87,CASH,R019,AUTO,3,332,952.53,42,12,1,6,6,0,5,978.29,Long,0
CUST02031,2,925.64,1851.28,NETBANKING,R019,AUTO,3,332,952.53,29,4,5,1,2,0,9,925.64,Long,1
CUST03436,3,359.8,1079.4,UPI,R021,BUS,45,110,343.17,2,1,1,3,5,0,7,359.8,Medium,0
CUST00468,1,1482.92,1482.92,WALLET,R016,BIKE,1,523,1357.24,52,6,8,6,2,0,21,1482.92,Long,0
CUST01400,3,1388.57,4165.71,WALLET,R024,AUTO,3,544,1374.49,43,3,5,1,2,0,8,1388.57,Long,0
CUST00258,1,904.77,904.77,WALLET,R028,BUS,40,242,810.65,17,1,2,4,0,0,13,904.77,Medium,0
CUST01069,2,1081.64,2163.28,NETBANKING,R001,CAB,6,384,1072.45,51,6,8,4,6,0,18,1081.64,Long,0
CUST04686,1,1567.8,1567.8,NETBANKING,R011,BIKE,1,531,1605.83,15,2,2,4,5,0,10,1567.8,Long,0
CUST04042,4,473.64,1894.56,WALLET,R013,BUS,50,147,405.2,25,5,6,5,2,0,9,473.64,Medium,0
CUST03675,2,1172.05,2344.1,CASH,R025,CAB,5,329,1065.62,23,2,2,2,4,0,18,1172.05,Long,1
CUST02296,3,418.37,1255.11,NETBANKING,R030,CAB,5,112,391.56,13,12,1,1,0,0,11,418.36999999999995,Medium,1
CUST00791,4,426.41,1705.64,WALLET,R030,CAB,4,112,391.56,42,9,11,4,4,0,11,426.41,Medium,1
CUST04516,1,1104.89,1104.89,NETBANKING,R001,BIKE,1,384,1072.45,14,8,8,4,4,0,7,1104.89,Long,0
CUST01686,1,585.96,585.96,WALLET,R014,BIKE,1,201,589.52,34,5,7,4,3,0,22,585.96,Medium,0
CUST03929,3,1153.56,3460.68,CASH,R005,CAB,4,389,1090.98,31,6,7,0,3,0,20,1153.56,Long,0
CUST02103,1,968.17,968.17,WALLET,R009,BIKE,1,292,894.23,58,1,3,5,0,0,19,968.17,Medium,0
CUST03119,5,432.73,2163.65,NETBANKING,R015,BUS,40,133,405.08,50,1,3,3,4,0,21,432.73,Medium,0
CUST01481,2,2004.48,4008.96,CASH,R026,CAB,5,546,1725.95,20,1,2,4,3,0,19,2004.48,Long,0
CUST02911,2,731.56,1463.12,UPI,R006,AUTO,3,180,630.68,45,6,7,1,4,0,10,731.56,Medium,0
CUST04879,3,879.43,2638.29,UPI,R023,CAB,5,385,883.19,49,5,6,0,0,0,13,879.43,Long,0
CUST04963,2,1066.81,2133.62,CARD,R002,CAB,4,370,1006.8,39,5,6,1,5,0,20,1066.81,Long,0
CUST01955,1,1184.85,1184.85,CARD,R018,AUTO,3,448,1294.44,47,6,7,2,0,0,19,1184.85,Long,0
CUST04140,3,1135.21,3405.63,WALLET,R002,AUTO,3,370,1006.8,59,1,3,5,1,0,20,1135.21,Long,0
CUST03200,1,1037.22,1037.22,CARD,R023,AUTO,3,385,883.19,29,8,9,0,1,0,20,1037.22,Long,0
CUST01195,5,889.24,4446.2,NETBANKING,R009,BUS,50,292,894.23,55,12,2,6,5,0,14,889.24,Medium,0
CUST02088,3,1833.04,5499.12,CASH,R003,AUTO,3,537,1539.27,43,10,11,1,2,0,17,1833.04,Long,0
CUST02578,1,1234.15,1234.15,CASH,R004,BUS,45,618,1342.88,60,3,4,6,3,0,20,1234.15,Very Long,0
CUST02061,1,593.24,593.24,UPI,R014,CAB,4,201,589.52,23,4,5,0,2,0,10,593.24,Medium,0
CUST01532,3,1456.4,4369.2,CASH,R011,CAB,5,531,1605.83,20,8,9,1,0,0,19,1456.3999999999999,Long,0
CUST00914,2,850.44,1700.88,UPI,R023,AUTO,3,385,883.19,7,9,9,1,1,0,20,850.44,Long,0
CUST02532,4,1464.45,5857.8,CARD,R016,CAB,5,523,1357.24,9,3,3,6,1,0,5,1464.45,Long,0
CUST03142,2,878.75,1757.5,NETBANKING,R022,BUS,30,278,780.99,53,7,9,6,3,0,21,878.75,Medium,0
CUST01845,1,361.65,361.65,UPI,R030,BIKE,1,112,391.56,13,4,4,2,1,0,15,361.65,Medium,0
CUST00974,2,380.48,760.96,UPI,R030,BUS,40,112,391.56,8,5,5,2,3,0,7,380.48,Medium,0
CUST04948,1,413.32,413.32,WALLET,R015,AUTO,3,133,405.08,18,5,5,5,2,0,7,413.32,Medium,0
CUST02229,3,1199.42,3598.26,WALLET,R020,BUS,40,422,1269.64,53,7,9,3,0,0,22,1199.42,Long,0
CUST02122,2,1549.75,3099.5,UPI,R016,CAB,4,523,1357.24,58,4,6,1,3,0,22,1549.75,Long,0
CUST03638,3,424.96,1274.88,CASH,R013,BUS,40,147,405.2,34,12,1,1,0,0,16,424.96000000000004,Medium,0
CUST04573,3,1349.01,4047.03,UPI,R004,CAB,4,618,1342.88,46,5,6,5,2,0,9,1349.01,Very Long,0
CUST03498,3,664.38,1993.14,CASH,R014,AUTO,3,201,589.52,17,8,9,6,2,0,16,664.38,Medium,0
CUST02763,1,871.76,871.76,UPI,R028,CAB,4,242,810.65,53,11,12,1,5,0,18,871.76,Medium,0
CUST03424,3,1544.2,4632.6,CARD,R003,CAB,6,537,1539.27,31,3,4,4,0,0,9,1544.2,Long,0
CUST00190,4,1408.74,5634.96,WALLET,R020,BUS,40,422,1269.64,45,7,9,4,0,0,22,1408.74,Long,1
CUST01851,4,1042.91,4171.64,WALLET,R005,CAB,6,389,1090.98,9,8,9,5,0,0,20,1042.91,Long,1
CUST01740,2,1308.28,2616.56,UPI,R004,CAB,4,618,1342.88,30,7,8,1,3,0,13,1308.28,Very Long,0
CUST03664,2,1852.74,3705.48,WALLET,R011,CAB,5,531,1605.83,54,7,9,2,0,0,19,1852.74,Long,0
CUST01554,2,1717.43,3434.86,CARD,R003,AUTO,3,537,1539.27,24,11,11,6,2,0,17,1717.43,Long,0
CUST02791,2,930.81,1861.62,WALLET,R019,AUTO,3,332,952.53,49,10,12,3,3,0,20,930.81,Long,0
CUST04917,3,428.46,1285.38,WALLET,R015,CAB,6,133,405.08,2,10,10,1,3,0,20,428.46000000000004,Medium,0
CUST00782,1,740.37,740.37,UPI,R010,BIKE,1,305,781.03,26,5,5,6,4,0,11,740.37,Long,0
CUST03648,2,765.7,1531.4,CARD,R008,CAB,6,284,827.65,28,6,7,1,1,0,22,765.7,Medium,1
CUST04441,1,460.82,460.82,UPI,R030,AUTO,3,112,391.56,2,7,7,4,6,0,9,460.82,Medium,0
CUST01108,3,818.65,2455.95,NETBANKING,R022,AUTO,3,278,780.99,28,8,9,1,1,0,5,818.65,Medium,0
CUST03263,1,1495.54,1495.54,CASH,R004,BIKE,1,618,1342.88,3,4,4,0,3,0,19,1495.54,Very Long,0
CUST04302,2,476.09,952.18,WALLET,R015,BUS,30,133,405.08,35,4,5,6,6,0,8,476.09,Medium,0
CUST03435,1,912.91,912.91,CARD,R008,AUTO,3,284,827.65,29,4,5,3,4,0,19,912.91,Medium,0
CUST04393,2,580.16,1160.32,CASH,R014,BUS,45,201,589.52,49,10,11,0,0,0,21,580.16,Medium,0
CUST01602,3,363.48,1090.44,CASH,R021,AUTO,3,110,343.17,59,12,2,5,1,0,10,363.48,Medium,0
CUST00308,1,1045.18,1045.18,UPI,R019,AUTO,3,332,952.53,23,11,12,1,3,0,20,1045.18,Long,0
CUST01021,3,967.86,2903.58,NETBANKING,R009,CAB,4,292,894.23,10,9,9,3,6,0,8,967.86,Medium,0
CUST03974,1,562.32,562.32,CASH,R017,BIKE,1,322,615.32,24,5,5,1,4,0,8,562.32,Long,0
CUST00728,2,874.87,1749.74,WALLET,R012,CAB,5,370,938.58,12,2,3,4,2,0,19,874.87,Long,0
CUST04510,3,1401.31,4203.93,CASH,R016,CAB,5,523,1357.24,24,7,8,4,0,0,6,1401.3100000000002,Long,0
CUST03867,1,1847.89,1847.89,CASH,R007,CAB,4,636,1980.46,40,7,9,3,1,0,15,1847.89,Very Long,0
CUST03818,3,1878.89,5636.67,UPI,R026,CAB,5,546,1725.95,2,2,2,1,3,0,19,1878.89,Long,0
CUST02506,3,389.26,1167.78,WALLET,R015,AUTO,3,133,405.08,34,4,5,3,2,0,7,389.26,Medium,0
CUST01334,3,378.84,1136.52,UPI,R030,CAB,4,112,391.56,57,9,11,3,4,0,11,378.84,Medium,0
CUST01587,2,1199.36,2398.72,WALLET,R005,BUS,40,389,1090.98,44,12,1,4,6,0,5,1199.36,Long,0
CUST02001,1,695.93,695.93,UPI,R006,BIKE,1,180,630.68,8,3,3,2,3,0,13,695.93,Medium,0
CUST01412,1,1453.26,1453.26,WALLET,R003,BIKE,1,537,1539.27,27,7,8,2,1,0,13,1453.26,Long,0
CUST00247,2,1083.68,2167.36,NETBANKING,R025,CAB,5,329,1065.62,39,1,2,0,4,0,18,1083.68,Long,0
CUST01728,1,970.76,970.76,CARD,R008,BUS,40,284,827.65,52,6,8,5,1,0,8,970.76,Medium,0
CUST00258,1,1547.74,1547.74,CASH,R004,CAB,4,618,1342.88,33,8,9,0,5,0,6,1547.74,Very Long,0
CUST01395,3,715.48,2146.44,CARD,R010,AUTO,3,305,781.03,6,10,10,1,0,0,9,715.48,Long,0
CUST00425,3,1032.82,3098.46,CASH,R005,AUTO,3,389,1090.98,53,1,3,5,2,0,8,1032.82,Long,0
CUST04819,1,1293.92,1293.92,NETBANKING,R020,BIKE,1,422,1269.64,16,1,1,0,2,0,8,1293.92,Long,1
CUST04785,2,1772.55,3545.1,WALLET,R011,CAB,6,531,1605.83,29,9,10,4,5,0,6,1772.55,Long,0
CUST01662,1,667.26,667.26,CASH,R014,BIKE,1,201,589.52,8,6,7,2,3,0,22,667.26,Medium,0
CUST03489,4,643.75,2575.0,NETBANKING,R017,CAB,4,322,615.32,33,4,5,5,3,0,22,643.75,Long,0
CUST01529,1,710.78,710.78,UPI,R017,BIKE,1,322,615.32,23,4,5,3,5,0,8,710.78,Long,0
CUST02241,1,1036.43,1036.43,NETBANKING,R009,BIKE,1,292,894.23,24,8,9,3,6,0,10,1036.43,Medium,0
CUST04563,1,807.58,807.58,UPI,R009,AUTO,3,292,894.23,21,2,2,6,6,0,8,807.58,Medium,0
CUST00543,4,439.61,1758.44,CASH,R030,BUS,40,112,391.56,9,5,5,1,3,0,7,439.61,Medium,0
CUST04437,1,1872.58,1872.58,NETBANKING,R011,CAB,5,531,1605.83,32,8,9,3,0,0,19,1872.58,Long,0
CUST04307,1,406.77,406.77,CASH,R013,BIKE,1,147,405.2,41,1,3,0,6,0,6,406.77,Medium,0
CUST01654,1,869.78,869.78,WALLET,R008,BIKE,1,284,827.65,21,1,1,3,3,0,15,869.78,Medium,0
CUST01495,1,673.51,673.51,UPI,R017,AUTO,3,322,615.32,4,2,2,3,0,0,16,673.51,Long,0
CUST03054,2,1318.63,2637.26,WALLET,R004,CAB,5,618,1342.88,39,12,2,3,0,0,15,1318.63,Very Long,0
CUST04808,3,608.72,1826.16,CARD,R017,CAB,6,322,615.32,44,10,12,5,0,0,15,608.72,Long,0
CUST01712,1,716.86,716.86,UPI,R006,BIKE,1,180,630.68,16,2,3,1,3,0,13,716.86,Medium,0
CUST02331,1,1174.53,1174.53,CARD,R002,CAB,4,370,1006.8,3,8,8,1,4,0,12,1174.53,Long,1
CUST03065,2,1237.47,2474.94,NETBANKING,R004,CAB,4,618,1342.88,29,7,8,2,3,0,13,1237.47,Very Long,1
CUST01685,1,805.61,805.61,UPI,R008,AUTO,3,284,827.65,7,5,5,4,4,0,19,805.61,Medium,0
CUST03736,3,384.09,1152.27,CARD,R013,BUS,40,147,405.2,35,11,12,1,1,0,11,384.09,Medium,0
CUST03276,5,1019.6,5098.0,CARD,R001,BUS,50,384,1072.45,35,4,5,6,6,0,14,1019.6,Long,0
CUST04544,2,680.26,1360.52,WALLET,R017,CAB,6,322,615.32,3,12,12,4,0,0,15,680.26,Long,0
CUST04429,1,1928.06,1928.06,CARD,R026,CAB,5,546,1725.95,34,1,2,4,3,0,19,1928.06,Long,0
CUST03344,1,423.68,423.68,UPI,R029,AUTO,3,173,436.21,27,2,3,4,3,0,9,423.68,Medium,0
CUST03654,3,1119.28,3357.84,WALLET,R001,AUTO,3,384,1072.45,42,6,7,2,2,0,13,1119.28,Long,0
CUST02506,1,421.31,421.31,NETBANKING,R013,AUTO,3,147,405.2,39,12,2,1,5,0,8,421.31,Medium,0
CUST03680,1,643.52,643.52,UPI,R017,BIKE,1,322,615.32,42,9,10,2,2,0,14,643.52,Long,0
CUST02991,1,1246.58,1246.58,NETBANKING,R024,BIKE,1,544,1374.49,3,9,9,5,1,0,13,1246.58,Long,0
CUST04910,1,459.56,459.56,UPI,R013,BUS,40,147,405.2,45,10,12,5,1,0,11,459.56,Medium,0
CUST02277,1,1037.12,1037.12,NETBANKING,R002,AUTO,3,370,1006.8,30,2,3,6,1,0,20,1037.12,Long,0
CUST03514,1,1964.71,1964.71,CASH,R026,AUTO,3,546,1725.95,56,1,3,1,1,0,18,1964.71,Long,0
CUST04507,1,1532.11,1532.11,CASH,R011,BUS,30,531,1605.83,21,5,6,3,3,0,8,1532.11,Long,0
CUST00227,1,934.77,934.77,CASH,R008,AUTO,3,284,827.65,24,12,1,4,0,0,21,934.77,Medium,1
CUST03637,1,1459.26,1459.26,NETBANKING,R004,BUS,45,618,1342.88,49,2,3,0,0,0,22,1459.26,Very Long,0
