trip_id,route_id,operator_id,vehicle_type,departure_datetime,arrival_datetime,total_seats,bookings,seats_sold,revenue,unique_customers,route_name,source,destination,distance_km,route,available_seats,occupancy_percentage,revenue_per_seat,occupancy_category
TRIP00116,R029,OP006,BIKE,2026-10-16 12:15:00,2026-10-16 15:08:08.088662,1,45,45,20668.57,45,Chennai To Coimbatore,Chennai,Coimbatore,173,Chennai → Coimbatore,-44,100.0,459.3015555555555,Very High
TRIP00117,R025,OP007,AUTO,2025-07-07 20:30:00,2025-07-08 02:55:59.570243,3,49,100,111809.32,49,Vellore To Bengaluru,Vellore,Bengaluru,329,Vellore → Bengaluru,-97,100.0,1118.0932,Very High
TRIP00118,R002,OP015,BUS,2025-10-05 19:30:00,2025-10-06 03:06:14.457832,45,47,124,131622.67,47,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-79,100.0,1061.4731451612904,Very High
TRIP00119,R004,OP010,CAB,2025-05-08 17:45:00,2025-05-09 07:27:30.426984,5,52,133,192643.63,52,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-128,100.0,1448.4483458646616,Very High
TRIP00120,R008,OP013,AUTO,2026-05-22 19:30:00,2026-05-23 00:24:55.328740,3,45,84,75059.05,45,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-81,100.0,893.5601190476191,Very High
TRIP00121,R001,OP001,AUTO,2025-07-23 13:00:00,2025-07-23 18:31:19.366028,3,68,140,154826.94,68,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-137,100.0,1105.9067142857143,Very High
TRIP00122,R030,OP017,BIKE,2026-09-02 08:45:00,2026-09-02 10:45:09.100751,1,57,57,23686.26,57,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-56,100.0,415.54842105263157,Very High
TRIP00123,R027,OP007,BUS,2025-05-03 09:15:00,2025-05-03 21:42:36.859700,30,63,201,250440.51,63,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-171,100.0,1245.9726865671641,Very High
TRIP00124,R006,OP006,BIKE,2025-03-13 13:00:00,2025-03-13 16:03:56.875728,1,62,62,40827.4,61,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-61,100.0,658.5064516129032,Very High
TRIP00125,R015,OP003,BUS,2025-05-11 08:45:00,2025-05-11 11:24:12.630731,30,58,163,68697.16,58,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-133,100.0,421.4549693251534,Very High
TRIP00126,R006,OP014,CAB,2025-04-25 15:30:00,2025-04-25 18:57:16.497440,4,65,153,98654.04000000001,65,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-149,100.0,644.7976470588236,Very High
TRIP00127,R004,OP003,CAB,2025-08-14 13:30:00,2025-08-14 22:51:39.287527,4,50,122,171647.57,49,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-118,100.0,1406.9472950819672,Very High
TRIP00128,R026,OP007,AUTO,2026-07-21 15:15:00,2026-07-22 02:19:33.370500,3,58,101,182289.7,58,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-98,100.0,1804.8485148514853,Very High
TRIP00129,R025,OP002,BUS,2025-07-28 22:00:00,2025-07-29 02:46:39.658349,45,50,160,180689.58,50,Vellore To Bengaluru,Vellore,Bengaluru,329,Vellore → Bengaluru,-115,100.0,1129.309875,Very High
TRIP00130,R024,OP020,AUTO,2026-05-13 08:00:00,2026-05-13 18:38:03.779578,3,66,131,186910.23,66,Madurai To Thanjavur,Madurai,Thanjavur,544,Madurai → Thanjavur,-128,100.0,1426.7956488549619,Very High
TRIP00131,R002,OP018,CAB,2025-08-15 12:45:00,2025-08-15 18:53:31.487659,4,56,138,146801.76,56,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-134,100.0,1063.7808695652175,Very High
TRIP00132,R002,OP016,BIKE,2025-10-14 08:00:00,2025-10-14 15:15:33.394437,1,35,35,36973.65,35,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-34,100.0,1056.39,Very High
TRIP00133,R021,OP019,BUS,2026-03-22 17:45:00,2026-03-22 19:56:07.336789,30,59,178,65159.25,57,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-148,100.0,366.063202247191,Very High
TRIP00134,R013,OP003,AUTO,2026-02-23 19:45:00,2026-02-23 22:45:53.238823,3,57,110,46266.38,56,Hyderabad To Erode,Hyderabad,Erode,147,Hyderabad → Erode,-107,100.0,420.6034545454545,Very High
TRIP00135,R024,OP005,BIKE,2026-09-22 17:00:00,2026-09-23 02:17:38.840695,1,52,52,75638.45,52,Madurai To Thanjavur,Madurai,Thanjavur,544,Madurai → Thanjavur,-51,100.0,1454.5855769230768,Very High
TRIP00136,R001,OP020,BIKE,2025-07-30 20:45:00,2025-07-31 02:40:53.205675,1,55,55,61162.42,55,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-54,100.0,1112.0439999999999,Very High
TRIP00137,R012,OP001,AUTO,2025-11-26 05:45:00,2025-11-26 12:09:49.330453,3,68,140,139561.12,68,Hyderabad To Pondicherry,Hyderabad,Pondicherry,370,Hyderabad → Pondicherry,-137,100.0,996.8651428571428,Very High
TRIP00138,R018,OP014,BUS,2026-03-29 11:30:00,2026-03-29 20:42:56.383619,50,59,182,246174.45,58,Trichy To Erode,Trichy,Erode,448,Trichy → Erode,-132,100.0,1352.6068681318682,Very High
TRIP00139,R025,OP018,BIKE,2025-06-22 17:15:00,2025-06-22 23:46:17.543081,1,59,59,65012.19,59,Vellore To Bengaluru,Vellore,Bengaluru,329,Vellore → Bengaluru,-58,100.0,1101.9015254237288,Very High
TRIP00140,R004,OP004,CAB,2026-02-19 13:15:00,2026-02-19 23:04:45.424671,5,66,151,212806.28,66,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-146,100.0,1409.3131125827815,Very High
TRIP00141,R005,OP013,CAB,2026-09-07 20:00:00,2026-09-08 02:15:28.122379,6,46,128,145272.61,45,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-122,100.0,1134.942265625,Very High
TRIP00142,R014,OP001,BUS,2026-12-16 07:45:00,2026-12-16 10:56:57.388620,50,52,162,101766.19,52,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-112,100.0,628.1863580246913,Very High
TRIP00143,R001,OP020,AUTO,2026-08-09 16:30:00,2026-08-09 23:32:33.845469,3,49,99,108695.51,49,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-96,100.0,1097.9344444444444,Very High
TRIP00144,R009,OP001,BIKE,2026-03-23 19:45:00,2026-03-24 01:55:53.966666,1,53,53,50138.79,52,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-52,100.0,946.0149056603774,Very High
TRIP00145,R010,OP010,BIKE,2025-12-23 12:30:00,2025-12-23 18:07:51.442054,1,57,57,47295.71,57,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-56,100.0,829.749298245614,Very High
TRIP00146,R014,OP016,CAB,2026-05-06 10:15:00,2026-05-06 14:13:54.838719,4,56,123,77104.03,56,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-119,100.0,626.8620325203252,Very High
TRIP00147,R013,OP011,BUS,2026-01-26 16:00:00,2026-01-26 18:17:46.456571,40,48,137,57630.15,48,Hyderabad To Erode,Hyderabad,Erode,147,Hyderabad → Erode,-97,100.0,420.6580291970803,Very High
TRIP00148,R014,OP015,BIKE,2025-04-05 22:00:00,2025-04-06 01:55:16.331140,1,46,46,28428.49,46,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-45,100.0,618.0106521739131,Very High
TRIP00149,R026,OP013,AUTO,2026-04-09 09:30:00,2026-04-09 20:44:53.727675,3,49,91,164947.37,49,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-88,100.0,1812.6084615384616,Very High
TRIP00150,R017,OP018,CAB,2025-10-13 10:15:00,2025-10-13 16:04:46.081737,6,43,96,63468.32,43,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-90,100.0,661.1283333333333,Very High
TRIP00151,R014,OP005,CAB,2025-03-10 12:00:00,2025-03-10 15:19:15.663673,5,45,117,72367.48,44,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-112,100.0,618.52547008547,Very High
TRIP00152,R005,OP003,CAB,2026-07-16 20:45:00,2026-07-17 02:31:25.759257,4,41,106,121273.43,41,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-102,100.0,1144.088962264151,Very High
TRIP00153,R007,OP010,BIKE,2025-07-20 07:00:00,2025-07-20 16:53:16.512504,1,56,56,115358.68000000001,56,Madurai To Erode,Madurai,Erode,636,Madurai → Erode,-55,100.0,2059.9764285714286,Very High
TRIP00154,R014,OP009,BIKE,2025-07-03 22:00:00,2025-07-04 01:07:02.696513,1,53,53,32788.29,52,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-52,100.0,618.6469811320754,Very High
TRIP00155,R009,OP005,BUS,2025-07-03 09:15:00,2025-07-03 14:57:34.870615,45,50,144,130683.49,50,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-99,100.0,907.5242361111111,Very High
TRIP00156,R002,OP013,BUS,2025-06-25 13:00:00,2025-06-25 19:25:56.024577,50,61,176,183357.29,60,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-126,100.0,1041.8027840909092,Very High
TRIP00157,R018,OP001,CAB,2025-05-19 10:00:00,2025-05-19 17:53:51.070193,4,54,148,199692.78,54,Trichy To Erode,Trichy,Erode,448,Trichy → Erode,-144,100.0,1349.2755405405405,Very High
TRIP00158,R014,OP008,AUTO,2026-09-16 16:30:00,2026-09-16 20:03:13.464151,3,48,89,55486.64,48,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-86,100.0,623.445393258427,Very High
TRIP00159,R009,OP017,BUS,2025-06-29 08:15:00,2025-06-29 14:12:10.243467,30,58,193,184016.99,58,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-163,100.0,953.4559067357512,Very High
TRIP00160,R001,OP001,AUTO,2026-01-22 09:00:00,2026-01-22 16:21:32.877481,3,54,110,126998.92,53,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-107,100.0,1154.5356363636363,Very High
TRIP00161,R003,OP017,AUTO,2026-11-25 17:45:00,2026-11-26 01:44:19.375935,3,64,132,215001.25,64,Pondicherry To Erode,Pondicherry,Erode,537,Pondicherry → Erode,-129,100.0,1628.7973484848485,Very High
TRIP00162,R020,OP015,AUTO,2026-10-25 21:30:00,2026-10-26 04:01:35.344487,3,62,126,168169.68,62,Trichy To Thanjavur,Trichy,Thanjavur,422,Trichy → Thanjavur,-123,100.0,1334.6799999999998,Very High
TRIP00163,R005,OP009,AUTO,2025-09-15 21:45:00,2025-09-16 05:39:39.397721,3,52,95,110092.08,51,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-92,100.0,1158.864,Very High
TRIP00164,R006,OP013,BIKE,2025-05-10 06:15:00,2025-05-10 10:05:35.680473,1,64,64,42294.52,64,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-63,100.0,660.851875,Very High
TRIP00165,R029,OP004,BIKE,2025-11-02 08:45:00,2025-11-02 11:55:14.054973,1,47,47,21428.74,47,Chennai To Coimbatore,Chennai,Coimbatore,173,Chennai → Coimbatore,-46,100.0,455.93063829787235,Very High
TRIP00166,R005,OP012,BUS,2026-01-18 05:30:00,2026-01-18 12:18:10.849588,40,52,158,181145.88,52,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-118,100.0,1146.4929113924052,Very High
TRIP00167,R006,OP016,CAB,2026-03-22 09:45:00,2026-03-22 12:27:05.359237,6,41,108,71286.55,41,Trichy To Salem,Trichy,Salem,180,Trichy → Salem,-102,100.0,660.0606481481482,Very High
TRIP00168,R021,OP014,CAB,2025-11-06 17:15:00,2025-11-06 19:30:55.215464,5,50,121,43305.81,50,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-116,100.0,357.8992561983471,Very High
TRIP00169,R023,OP011,AUTO,2025-09-16 20:45:00,2025-09-17 03:32:42.251321,3,66,126,119477.8,66,Erode To Bengaluru,Erode,Bengaluru,385,Erode → Bengaluru,-123,100.0,948.2365079365079,Very High
TRIP00170,R010,OP019,BUS,2026-01-16 11:45:00,2026-01-16 18:04:11.595004,40,63,183,152319.13,63,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-143,100.0,832.3449726775957,Very High
TRIP00171,R017,OP015,BIKE,2025-05-30 08:30:00,2025-05-30 14:25:28.077197,1,47,47,30374.399999999998,47,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-46,100.0,646.263829787234,Very High
TRIP00172,R026,OP015,BIKE,2026-04-22 17:45:00,2026-04-23 05:22:43.062232,1,53,53,95014.98,53,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-52,100.0,1792.735471698113,Very High
TRIP00173,R014,OP013,AUTO,2025-12-30 21:45:00,2025-12-31 02:07:05.952756,3,49,107,66170.21,49,Coimbatore To Chennai,Coimbatore,Chennai,201,Coimbatore → Chennai,-104,100.0,618.4131775700935,Very High
TRIP00174,R008,OP012,CAB,2025-03-11 16:30:00,2025-03-11 22:11:54.885689,4,51,139,121054.65,51,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-135,100.0,870.896762589928,Very High
TRIP00175,R003,OP014,CAB,2025-04-14 09:30:00,2025-04-14 21:02:56.720287,6,64,157,250464.98,64,Pondicherry To Erode,Pondicherry,Erode,537,Pondicherry → Erode,-151,100.0,1595.3183439490447,Very High
TRIP00176,R027,OP013,BIKE,2026-06-18 16:00:00,2026-06-19 02:39:23.985965,1,56,56,70374.98,55,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-55,100.0,1256.6960714285713,Very High
TRIP00177,R005,OP014,BIKE,2026-09-20 19:30:00,2026-09-21 01:55:30.164385,1,47,47,54047.74,47,Bengaluru To Trichy,Bengaluru,Trichy,389,Bengaluru → Trichy,-46,100.0,1149.951914893617,Very High
TRIP00178,R027,OP007,AUTO,2026-01-12 06:00:00,2026-01-12 14:55:42.701024,3,61,118,146789.62,61,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-115,100.0,1243.9798305084746,Very High
TRIP00179,R015,OP006,BUS,2026-03-20 21:00:00,2026-03-20 23:09:25.415627,40,50,168,72247.28,49,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-128,100.0,430.04333333333335,Very High
TRIP00180,R008,OP017,BIKE,2026-01-22 15:45:00,2026-01-22 20:14:15.169053,1,55,55,47377.909999999996,54,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-54,100.0,861.4165454545454,Very High
TRIP00181,R019,OP004,AUTO,2025-05-28 09:15:00,2025-05-28 16:15:52.621268,3,60,114,115373.17,59,Thanjavur To Hyderabad,Thanjavur,Hyderabad,332,Thanjavur → Hyderabad,-111,100.0,1012.045350877193,Very High
TRIP00182,R019,OP001,BIKE,2025-10-10 17:15:00,2025-10-11 00:27:35.924176,1,52,52,53562.86,52,Thanjavur To Hyderabad,Thanjavur,Hyderabad,332,Thanjavur → Hyderabad,-51,100.0,1030.055,Very High
TRIP00183,R002,OP008,CAB,2025-01-13 09:15:00,2025-01-13 15:55:17.570949,5,44,117,120713.45999999999,44,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-112,100.0,1031.7389743589742,Very High
TRIP00184,R004,OP004,CAB,2025-06-05 18:30:00,2025-06-06 03:21:31.901318,4,56,156,223245.26,56,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-152,100.0,1431.059358974359,Very High
TRIP00185,R010,OP007,AUTO,2025-03-09 10:00:00,2025-03-09 15:54:23.537407,3,67,132,108863.87,65,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-129,100.0,824.7262878787878,Very High
TRIP00186,R011,OP004,CAB,2025-03-09 12:45:00,2025-03-09 20:34:22.145749,6,61,156,264687.25,61,Bengaluru To Thanjavur,Bengaluru,Thanjavur,531,Bengaluru → Thanjavur,-150,100.0,1696.713141025641,Very High
TRIP00187,R008,OP018,BIKE,2026-05-21 08:00:00,2026-05-21 12:36:00.993020,1,58,58,49890.45,57,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-57,100.0,860.180172413793,Very High
TRIP00188,R019,OP011,BIKE,2026-09-24 16:45:00,2026-09-24 21:34:08.966783,1,41,41,40086.54,41,Thanjavur To Hyderabad,Thanjavur,Hyderabad,332,Thanjavur → Hyderabad,-40,100.0,977.7204878048781,Very High
TRIP00189,R021,OP015,BIKE,2026-08-14 22:30:00,2026-08-15 00:18:34.431522,1,54,54,19565.48,54,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-53,100.0,362.3237037037037,Very High
TRIP00190,R004,OP003,CAB,2026-06-24 09:30:00,2026-06-24 18:59:06.411237,4,56,123,175205.77,55,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-119,100.0,1424.4371544715445,Very High
TRIP00191,R001,OP001,BIKE,2025-01-23 18:45:00,2025-01-24 02:09:44.830628,1,60,60,67227.99,60,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-59,100.0,1120.4665,Very High
TRIP00192,R001,OP016,BIKE,2026-05-26 17:00:00,2026-05-26 22:34:52.289853,1,49,49,55082.08,48,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-48,100.0,1124.124081632653,Very High
TRIP00193,R009,OP020,CAB,2025-09-21 08:15:00,2025-09-21 13:12:34.670299,4,66,166,160580.09,66,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-162,100.0,967.3499397590361,Very High
TRIP00194,R011,OP006,BIKE,2026-04-21 09:00:00,2026-04-21 17:30:17.666200,1,62,62,105596.24,61,Bengaluru To Thanjavur,Bengaluru,Thanjavur,531,Bengaluru → Thanjavur,-61,100.0,1703.1651612903227,Very High
TRIP00195,R024,OP017,BIKE,2026-02-27 17:45:00,2026-02-28 02:56:41.030186,1,54,54,77523.13,54,Madurai To Thanjavur,Madurai,Thanjavur,544,Madurai → Thanjavur,-53,100.0,1435.6135185185185,Very High
TRIP00196,R018,OP013,BUS,2025-03-25 12:15:00,2025-03-25 19:38:44.206342,45,51,158,208522.94,51,Trichy To Erode,Trichy,Erode,448,Trichy → Erode,-113,100.0,1319.7654430379746,Very High
TRIP00197,R025,OP018,CAB,2025-02-28 18:45:00,2025-02-28 23:46:56.595748,5,63,158,177179.84,63,Vellore To Bengaluru,Vellore,Bengaluru,329,Vellore → Bengaluru,-153,100.0,1121.3913924050632,Very High
TRIP00198,R026,OP006,BUS,2026-04-30 05:30:00,2026-04-30 13:28:40.109475,45,57,168,305274.26,57,Vellore To Pondicherry,Vellore,Pondicherry,546,Vellore → Pondicherry,-123,100.0,1817.1086904761905,Very High
TRIP00199,R017,OP013,AUTO,2025-08-30 20:45:00,2025-08-31 01:28:18.092342,3,50,102,66384.91,49,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-99,100.0,650.8324509803922,Very High
TRIP00200,R027,OP017,CAB,2026-08-26 11:45:00,2026-08-26 22:29:37.988489,5,55,139,173926.76,55,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-134,100.0,1251.271654676259,Very High
TRIP00201,R009,OP013,BIKE,2025-09-07 10:30:00,2025-09-07 16:27:41.908783,1,61,61,58099.06,60,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-60,100.0,952.443606557377,Very High
TRIP00202,R001,OP002,BUS,2026-08-31 17:00:00,2026-09-01 01:04:53.054444,30,59,178,199211.04,59,Pondicherry To Chennai,Pondicherry,Chennai,384,Pondicherry → Chennai,-148,100.0,1119.1631460674157,Very High
TRIP00203,R018,OP006,BUS,2025-06-03 22:45:00,2025-06-04 06:33:58.635612,40,50,146,198176.59,49,Trichy To Erode,Trichy,Erode,448,Trichy → Erode,-106,100.0,1357.373904109589,Very High
TRIP00204,R015,OP012,CAB,2025-02-22 05:45:00,2025-02-22 08:26:24.597899,5,61,149,63887.79,61,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-144,100.0,428.7771140939597,Very High
TRIP00205,R027,OP012,BIKE,2026-01-11 16:00:00,2026-01-12 05:01:07.312467,1,54,54,67261.42,54,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-53,100.0,1245.5818518518518,Very High
TRIP00206,R015,OP019,BUS,2025-12-05 08:00:00,2025-12-05 09:54:09.012479,30,55,157,67341.95,55,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-127,100.0,428.9296178343949,Very High
TRIP00207,R022,OP001,AUTO,2026-09-22 05:15:00,2026-09-22 09:32:39.100269,3,48,105,86128.48,48,Bengaluru To Chennai,Bengaluru,Chennai,278,Bengaluru → Chennai,-102,100.0,820.271238095238,Very High
TRIP00208,R015,OP015,BUS,2026-05-18 08:30:00,2026-05-18 10:43:22.105293,45,45,132,56358.98,44,Tirunelveli To Coimbatore,Tirunelveli,Coimbatore,133,Tirunelveli → Coimbatore,-87,100.0,426.96196969696973,Very High
TRIP00209,R022,OP008,BIKE,2025-05-22 07:45:00,2025-05-22 12:22:17.244136,1,43,43,34809.89,43,Bengaluru To Chennai,Bengaluru,Chennai,278,Bengaluru → Chennai,-42,100.0,809.5323255813953,Very High
TRIP00210,R012,OP011,CAB,2025-06-11 21:00:00,2025-06-12 03:26:41.376002,6,64,152,153052.51,64,Hyderabad To Pondicherry,Hyderabad,Pondicherry,370,Hyderabad → Pondicherry,-146,100.0,1006.9244078947369,Very High
TRIP00211,R011,OP006,CAB,2025-10-18 06:45:00,2025-10-18 14:45:30.878544,6,45,120,207157.11000000002,45,Bengaluru To Thanjavur,Bengaluru,Thanjavur,531,Bengaluru → Thanjavur,-114,100.0,1726.30925,Very High
TRIP00212,R004,OP013,BIKE,2026-04-30 19:30:00,2026-05-01 04:29:00.680985,1,55,55,77854.47,55,Bengaluru To Madurai,Bengaluru,Madurai,618,Bengaluru → Madurai,-54,100.0,1415.5358181818183,Very High
TRIP00213,R028,OP001,CAB,2025-10-28 17:45:00,2025-10-28 21:27:47.263635,5,49,113,96208.31999999999,49,Bengaluru To Coimbatore,Bengaluru,Coimbatore,242,Bengaluru → Coimbatore,-108,100.0,851.4010619469026,Very High
TRIP00214,R025,OP015,CAB,2026-11-14 15:15:00,2026-11-14 21:41:55.776262,6,40,97,108958.2,40,Vellore To Bengaluru,Vellore,Bengaluru,329,Vellore → Bengaluru,-91,100.0,1123.280412371134,Very High
TRIP00215,R023,OP016,BUS,2025-06-08 06:00:00,2025-06-08 14:17:06.527019,40,61,201,185289.79,61,Erode To Bengaluru,Erode,Bengaluru,385,Erode → Bengaluru,-161,100.0,921.8397512437812,Very High
TRIP00216,R017,OP006,BUS,2025-04-21 19:15:00,2025-04-22 01:51:26.673167,45,56,187,120247.75,56,Coimbatore To Tirunelveli,Coimbatore,Tirunelveli,322,Coimbatore → Tirunelveli,-142,100.0,643.0360962566845,Very High
TRIP00217,R016,OP012,AUTO,2025-12-07 15:15:00,2025-12-07 23:33:21.846094,3,55,113,160952.05,55,Pondicherry To Tirunelveli,Pondicherry,Tirunelveli,523,Pondicherry → Tirunelveli,-110,100.0,1424.3544247787609,Very High
TRIP00218,R002,OP011,CAB,2026-02-24 08:30:00,2026-02-24 13:54:23.467324,5,60,150,159214.64,60,Thanjavur To Coimbatore,Thanjavur,Coimbatore,370,Thanjavur → Coimbatore,-145,100.0,1061.4309333333333,Very High
TRIP00219,R007,OP013,CAB,2026-11-03 06:30:00,2026-11-03 19:30:09.379468,5,47,129,263063.62,47,Madurai To Erode,Madurai,Erode,636,Madurai → Erode,-124,100.0,2039.2528682170541,Very High
TRIP00220,R013,OP007,BIKE,2025-03-09 06:00:00,2025-03-09 08:13:34.777505,1,54,54,22543.52,53,Hyderabad To Erode,Hyderabad,Erode,147,Hyderabad → Erode,-53,100.0,417.4725925925926,Very High
TRIP00221,R021,OP008,AUTO,2026-02-03 10:45:00,2026-02-03 12:41:37.999726,3,52,103,36602.9,52,Thanjavur To Trichy,Thanjavur,Trichy,110,Thanjavur → Trichy,-100,100.0,355.36796116504854,Very High
TRIP00222,R009,OP010,BIKE,2026-12-28 15:45:00,2026-12-28 21:47:33.804754,1,46,46,43079.42,46,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-45,100.0,936.5091304347826,Very High
TRIP00223,R028,OP007,CAB,2026-12-26 18:30:00,2026-12-26 22:00:34.944628,4,51,118,102379.99,50,Bengaluru To Coimbatore,Bengaluru,Coimbatore,242,Bengaluru → Coimbatore,-114,100.0,867.6270338983052,Very High
TRIP00224,R027,OP013,BIKE,2025-06-18 13:45:00,2025-06-19 02:24:20.561927,1,62,62,77501.85,61,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-61,100.0,1250.0298387096775,Very High
TRIP00225,R030,OP012,AUTO,2025-06-01 06:15:00,2025-06-01 08:26:45.791753,3,53,111,45803.49,53,Thanjavur To Pondicherry,Thanjavur,Pondicherry,112,Thanjavur → Pondicherry,-108,100.0,412.64405405405404,Very High
TRIP00226,R027,OP018,BUS,2025-10-12 11:15:00,2025-10-12 22:03:11.365344,45,58,174,216727.88999999998,58,Tirunelveli To Madurai,Tirunelveli,Madurai,599,Tirunelveli → Madurai,-129,100.0,1245.5625862068964,Very High
TRIP00227,R022,OP011,BUS,2026-12-30 15:30:00,2026-12-30 20:42:11.226861,50,42,131,106234.8,42,Bengaluru To Chennai,Bengaluru,Chennai,278,Bengaluru → Chennai,-81,100.0,810.9526717557252,Very High
TRIP00228,R010,OP020,BIKE,2026-05-29 11:15:00,2026-05-29 17:30:48.448643,1,53,53,43164.82,53,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-52,100.0,814.4305660377358,Very High
TRIP00229,R008,OP007,BUS,2026-06-28 17:15:00,2026-06-28 22:19:58.496957,50,59,186,163499.87,58,Bengaluru To Erode,Bengaluru,Erode,284,Bengaluru → Erode,-136,100.0,879.0315591397849,Very High
TRIP00230,R010,OP018,AUTO,2026-08-29 22:30:00,2026-08-30 03:42:58.923161,3,53,97,78748.76,53,Hyderabad To Madurai,Hyderabad,Madurai,305,Hyderabad → Madurai,-94,100.0,811.8428865979381,Very High
TRIP00231,R009,OP002,BUS,2025-02-15 14:30:00,2025-02-15 20:55:29.795548,50,65,189,178297.28,65,Chennai To Vellore,Chennai,Vellore,292,Chennai → Vellore,-139,100.0,943.3718518518518,Very High
TRIP00232,R012,OP008,CAB,2026-03-04 19:15:00,2026-03-05 00:41:06.011226,5,50,118,114807.95,49,Hyderabad To Pondicherry,Hyderabad,Pondicherry,370,Hyderabad → Pondicherry,-113,100.0,972.9487288135593,Very High
