customer_id,total_bookings,total_tickets,total_revenue,first_booking_date,last_booking_date,average_booking_value,average_ticket_price,lifetime_days,lifetime_months,purchase_frequency,historical_clv,monthly_revenue,projected_12_month_clv,customer_value_segment,revenue_rank,clv_rank
CUST00593,5,9,9556.32,2025-04-23,2026-10-02,1911.264,983.9619999999999,527,17.566666666666666,0.2846299810246679,9556.32,544.0030360531309,6528.036432637571,High Value,1348,1348
CUST03861,2,7,9551.73,2025-06-27,2026-10-27,4775.865,1327.805,487,16.233333333333334,0.12320328542094455,9551.73,588.4022587268993,7060.827104722792,High Value,1349,1349
CUST04036,4,10,9539.539999999999,2025-04-20,2026-10-19,2384.8849999999998,1000.58,547,18.233333333333334,0.21937842778793418,9539.539999999999,523.1923217550274,6278.307861060328,High Value,1350,1350
CUST02309,3,6,9538.81,2025-02-22,2026-07-22,3179.603333333333,1524.87,515,17.166666666666668,0.17475728155339804,9538.81,555.6588349514562,6667.906019417474,High Value,1351,1351
CUST04965,5,9,9536.62,2025-01-21,2026-08-07,1907.324,1024.0,563,18.766666666666666,0.2664298401420959,9536.62,508.16802841918303,6098.016341030197,High Value,1352,1352
CUST01100,3,6,9532.8,2024-12-24,2026-10-12,3177.6,1572.1333333333332,657,21.9,0.13698630136986303,9532.8,435.28767123287673,5223.452054794521,High Value,1353,1353
CUST04600,4,7,9529.48,2025-06-02,2026-08-09,2382.37,1337.4099999999999,433,14.433333333333334,0.27713625866050806,9529.48,660.2411085450346,7922.893302540416,High Value,1354,1354
CUST00292,4,8,9525.86,2025-05-08,2026-08-05,2381.465,1312.6925,454,15.133333333333333,0.2643171806167401,9525.86,629.462114537445,7553.545374449341,High Value,1355,1355
CUST00224,3,7,9523.35,2024-12-30,2025-07-27,3174.4500000000003,1246.7966666666669,209,6.966666666666667,0.43062200956937796,9523.35,1366.988038277512,16403.856459330145,High Value,1356,1356
CUST00008,7,9,9521.2,2025-02-05,2026-11-05,1360.1714285714286,980.4285714285714,638,21.266666666666666,0.329153605015674,9521.2,447.7053291536051,5372.463949843261,High Value,1357,1357
CUST04701,3,11,9508.7,2025-07-06,2026-06-20,3169.566666666667,898.5533333333333,349,11.633333333333333,0.25787965616045844,9508.7,817.3667621776506,9808.401146131808,High Value,1358,1358
CUST03559,3,8,9507.68,2025-06-06,2026-01-21,3169.226666666667,1048.02,229,7.633333333333334,0.3930131004366812,9507.68,1245.547598253275,14946.5711790393,High Value,1359,1359
CUST00488,2,6,9506.67,2026-06-22,2026-11-07,4753.335,1584.4450000000002,138,4.6,0.4347826086956522,9506.67,2066.667391304348,24800.008695652174,High Value,1360,1360
CUST02394,4,9,9506.59,2024-11-26,2026-10-14,2376.6475,969.6625,687,22.9,0.17467248908296945,9506.59,415.13493449781663,4981.6192139738,High Value,1361,1361
CUST01713,3,8,9504.349999999999,2025-09-29,2026-10-12,3168.1166666666663,1199.18,378,12.6,0.2380952380952381,9504.349999999999,754.3134920634919,9051.761904761903,High Value,1362,1362
CUST00896,4,8,9501.3,2024-12-15,2026-04-06,2375.325,1010.305,477,15.9,0.25157232704402516,9501.3,597.566037735849,7170.792452830188,High Value,1363,1363
CUST00283,5,10,9498.99,2025-09-09,2026-08-10,1899.798,937.6139999999999,335,11.166666666666666,0.44776119402985076,9498.99,850.6558208955224,10207.869850746269,High Value,1364,1364
CUST04065,6,12,9497.97,2024-12-13,2026-10-08,1582.995,947.0283333333333,664,22.133333333333333,0.2710843373493976,9497.97,429.12515060240963,5149.501807228916,High Value,1365,1365
CUST00389,4,8,9487.78,2024-12-30,2026-08-28,2371.945,1200.8400000000001,606,20.2,0.19801980198019803,9487.78,469.6920792079208,5636.3049504950495,High Value,1366,1366
CUST03619,3,9,9486.84,2025-01-13,2026-07-05,3162.28,1108.02,538,17.933333333333334,0.16728624535315986,9486.84,529.0059479553903,6348.071375464684,High Value,1367,1367
CUST00647,4,8,9482.699999999999,2024-12-26,2026-03-08,2370.6749999999997,1307.095,437,14.566666666666666,0.2745995423340961,9482.699999999999,650.9862700228832,7811.835240274599,High Value,1368,1368
CUST04646,2,6,9480.58,2025-06-14,2025-08-04,4740.29,1335.21,51,1.7,1.1764705882352942,9480.58,5576.8117647058825,66921.74117647059,High Value,1369,1369
CUST02331,6,8,9478.76,2025-11-09,2026-07-11,1579.7933333333333,1315.9466666666667,244,8.133333333333333,0.7377049180327869,9478.76,1165.42131147541,13985.055737704919,High Value,1370,1370
CUST04331,3,8,9461.69,2024-11-25,2026-10-03,3153.896666666667,1100.3133333333333,677,22.566666666666666,0.1329394387001477,9461.69,419.27725258493354,5031.327031019202,High Value,1371,1371
CUST00596,2,6,9461.58,2025-03-14,2026-01-23,4730.79,1609.3200000000002,315,10.5,0.19047619047619047,9461.58,901.1028571428571,10813.234285714287,High Value,1372,1372
CUST00172,2,6,9458.939999999999,2025-04-18,2025-05-08,4729.469999999999,1576.49,20,0.6666666666666666,2.0,9458.939999999999,9458.939999999999,113507.27999999998,High Value,1373,1373
CUST04117,5,10,9454.64,2024-12-15,2026-04-22,1890.9279999999999,945.5719999999999,493,16.433333333333334,0.3042596348884381,9454.64,575.3330628803245,6903.996754563894,High Value,1374,1374
CUST00804,5,13,9454.5,2024-12-07,2026-09-27,1890.9,759.0319999999999,659,21.966666666666665,0.22761760242792112,9454.5,430.402124430956,5164.825493171472,High Value,1375,1375
CUST00671,3,10,9452.23,2025-04-18,2025-09-10,3150.7433333333333,901.9933333333333,145,4.833333333333333,0.6206896551724138,9452.23,1955.6337931034484,23467.60551724138,High Value,1376,1376
CUST02803,3,10,9450.55,2025-05-05,2025-12-01,3150.183333333333,1134.9399999999998,210,7.0,0.42857142857142855,9450.55,1350.0785714285714,16200.942857142858,High Value,1377,1377
CUST03747,5,9,9446.3,2025-06-22,2026-08-23,1889.2599999999998,970.1959999999999,427,14.233333333333333,0.351288056206089,9446.3,663.6744730679156,7964.093676814988,High Value,1378,1378
CUST00462,3,10,9446.02,2025-08-19,2026-05-21,3148.6733333333336,797.1566666666668,275,9.166666666666666,0.32727272727272727,9446.02,1030.4749090909093,12365.698909090912,High Value,1379,1379
CUST02725,5,11,9442.26,2024-12-27,2025-10-20,1888.452,809.336,297,9.9,0.5050505050505051,9442.26,953.7636363636364,11445.163636363635,High Value,1380,1380
CUST03977,3,9,9440.5,2025-07-22,2026-04-26,3146.8333333333335,1084.0433333333333,278,9.266666666666667,0.3237410071942446,9440.5,1018.7589928057553,12225.107913669064,High Value,1381,1381
CUST02832,4,12,9439.26,2025-09-15,2026-04-13,2359.815,928.94,210,7.0,0.5714285714285714,9439.26,1348.4657142857143,16181.588571428572,High Value,1382,1382
CUST02314,4,7,9438.07,2025-02-05,2026-03-25,2359.5175,1357.44,413,13.766666666666667,0.29055690072639223,9438.07,685.5740920096852,8226.889104116222,High Value,1383,1383
CUST03781,3,8,9436.02,2025-05-02,2026-11-09,3145.34,1072.6733333333334,556,18.533333333333335,0.1618705035971223,9436.02,509.13776978417263,6109.653237410072,High Value,1384,1384
CUST02968,1,4,9433.4,2025-05-18,2025-05-18,9433.4,2358.35,0,0.0,1.0,9433.4,9433.4,113200.79999999999,High Value,1385,1385
CUST04011,6,10,9425.51,2024-12-01,2026-11-23,1570.9183333333333,849.5183333333334,722,24.066666666666666,0.24930747922437674,9425.51,391.64168975069254,4699.700277008311,High Value,1386,1386
CUST00372,5,10,9422.93,2025-01-11,2026-08-15,1884.586,1037.116,581,19.366666666666667,0.25817555938037867,9422.93,486.5540447504303,5838.648537005163,High Value,1387,1387
CUST04083,4,9,9413.08,2025-05-23,2026-09-19,2353.27,1160.1425,484,16.133333333333333,0.24793388429752067,9413.08,583.4553719008264,7001.464462809918,High Value,1388,1388
CUST01519,5,13,9412.66,2025-04-19,2026-11-09,1882.532,689.592,569,18.966666666666665,0.2636203866432338,9412.66,496.27381370826015,5955.285764499122,High Value,1389,1389
CUST01607,3,8,9408.04,2025-06-10,2026-04-23,3136.013333333334,945.7533333333332,317,10.566666666666666,0.28391167192429023,9408.04,890.3507886435332,10684.209463722398,High Value,1390,1390
CUST03616,5,10,9407.0,2024-12-01,2026-10-04,1881.4,1149.592,672,22.4,0.22321428571428573,9407.0,419.95535714285717,5039.464285714286,High Value,1391,1391
CUST00357,4,9,9406.710000000001,2025-11-20,2026-10-19,2351.6775000000002,1018.8575000000001,333,11.1,0.3603603603603604,9406.710000000001,847.4513513513515,10169.416216216217,High Value,1392,1392
CUST04528,3,7,9405.79,2025-07-31,2026-08-07,3135.263333333334,1402.1033333333332,372,12.4,0.24193548387096772,9405.79,758.5314516129033,9102.37741935484,High Value,1393,1393
CUST01371,4,8,9398.529999999999,2025-02-27,2025-08-31,2349.6324999999997,1116.4625,185,6.166666666666667,0.6486486486486486,9398.529999999999,1524.0859459459457,18289.031351351347,High Value,1394,1394
CUST01127,4,6,9398.380000000001,2025-03-03,2025-12-31,2349.5950000000003,1553.7475,303,10.1,0.39603960396039606,9398.380000000001,930.5326732673269,11166.392079207923,High Value,1395,1395
CUST02963,5,10,9397.0,2025-03-29,2026-08-05,1879.4,1134.634,494,16.466666666666665,0.3036437246963563,9397.0,570.668016194332,6848.0161943319845,High Value,1396,1396
CUST02306,5,10,9395.35,2024-11-29,2026-02-28,1879.0700000000002,777.608,456,15.2,0.32894736842105265,9395.35,618.1151315789474,7417.381578947368,High Value,1397,1397
CUST00491,4,11,9391.83,2025-04-29,2026-01-21,2347.9575,754.11,267,8.9,0.449438202247191,9391.83,1055.261797752809,12663.141573033707,High Value,1398,1398
CUST01125,4,11,9381.53,2025-07-14,2026-11-26,2345.3825,859.8599999999999,500,16.666666666666668,0.24,9381.53,562.8918,6754.7016,High Value,1399,1399
CUST04894,4,9,9380.56,2024-12-25,2026-09-13,2345.14,990.4875000000001,627,20.9,0.19138755980861244,9380.56,448.83062200956937,5385.967464114832,High Value,1400,1400
CUST04798,4,10,9378.03,2025-01-26,2026-09-19,2344.5075,1166.0475,601,20.033333333333335,0.19966722129783693,9378.03,468.1212978369384,5617.455574043261,High Value,1401,1401
CUST01475,4,10,9377.18,2025-06-17,2026-10-20,2344.295,906.8575,490,16.333333333333332,0.2448979591836735,9377.18,574.1130612244899,6889.356734693879,High Value,1402,1402
CUST00739,4,10,9375.25,2025-11-24,2026-10-06,2343.8125,970.61,316,10.533333333333333,0.379746835443038,9375.25,890.0553797468355,10680.664556962025,High Value,1403,1403
CUST03941,6,11,9367.33,2024-12-23,2026-10-02,1561.2216666666666,923.8683333333333,648,21.6,0.27777777777777773,9367.33,433.6726851851852,5204.072222222222,High Value,1404,1404
CUST02498,4,6,9366.619999999999,2025-03-11,2025-10-02,2341.6549999999997,1372.975,205,6.833333333333333,0.5853658536585367,9366.619999999999,1370.7248780487805,16448.698536585365,High Value,1405,1405
CUST03858,4,12,9362.04,2025-10-06,2026-09-03,2340.51,932.255,332,11.066666666666666,0.3614457831325301,9362.04,845.9674698795181,10151.609638554219,High Value,1406,1406
CUST02608,5,11,9358.15,2025-04-06,2026-01-22,1871.6299999999999,803.052,291,9.7,0.5154639175257733,9358.15,964.757731958763,11577.092783505155,High Value,1407,1407
CUST02567,4,9,9353.78,2025-06-14,2026-10-13,2338.445,1170.975,486,16.2,0.2469135802469136,9353.78,577.3938271604939,6928.725925925926,High Value,1408,1408
CUST02541,5,9,9348.71,2025-09-26,2026-06-18,1869.7419999999997,1084.262,265,8.833333333333334,0.5660377358490566,9348.71,1058.3445283018866,12700.13433962264,High Value,1409,1409
CUST03702,4,9,9340.45,2025-05-17,2026-06-27,2335.1125,1082.315,406,13.533333333333333,0.2955665024630542,9340.45,690.1810344827587,8282.172413793105,High Value,1410,1410
CUST00848,4,9,9335.49,2025-01-15,2026-09-27,2333.8725,939.8225,620,20.666666666666668,0.1935483870967742,9335.49,451.7172580645161,5420.607096774193,High Value,1411,1411
CUST02976,3,10,9334.6,2025-04-08,2025-11-05,3111.5333333333333,882.1333333333333,211,7.033333333333333,0.4265402843601896,9334.6,1327.1943127962086,15926.331753554503,High Value,1412,1412
CUST02154,4,9,9331.6,2025-03-12,2025-11-22,2332.9,984.3275,255,8.5,0.47058823529411764,9331.6,1097.8352941176472,13174.023529411767,High Value,1413,1413
CUST01710,5,8,9320.52,2025-02-05,2026-05-13,1864.104,1116.03,462,15.4,0.3246753246753247,9320.52,605.2285714285714,7262.742857142857,High Value,1414,1414
CUST02302,6,9,9320.369999999999,2025-08-22,2026-09-25,1553.3949999999998,982.1033333333334,399,13.3,0.45112781954887216,9320.369999999999,700.7796992481202,8409.356390977442,High Value,1415,1415
CUST01446,3,8,9318.2,2025-07-26,2026-03-22,3106.066666666667,1388.6733333333334,239,7.966666666666667,0.37656903765690375,9318.2,1169.6485355648535,14035.782426778242,High Value,1416,1416
CUST02771,4,8,9313.369999999999,2025-05-13,2026-01-24,2328.3424999999997,1017.775,256,8.533333333333333,0.46875,9313.369999999999,1091.410546875,13096.926562499999,High Value,1417,1417
CUST02662,3,8,9308.06,2025-05-09,2026-03-07,3102.6866666666665,1048.71,302,10.066666666666666,0.2980132450331126,9308.06,924.6417218543046,11095.700662251655,High Value,1418,1418
CUST04695,5,7,9305.94,2024-11-30,2026-02-27,1861.188,1347.334,454,15.133333333333333,0.3303964757709251,9305.94,614.9299559471366,7379.15947136564,High Value,1419,1419
CUST03211,3,7,9302.45,2025-05-28,2026-01-21,3100.816666666667,1277.2666666666667,238,7.933333333333334,0.37815126050420167,9302.45,1172.577731092437,14070.932773109245,High Value,1420,1420
CUST03806,5,9,9301.66,2025-07-23,2026-09-02,1860.3319999999999,1131.714,406,13.533333333333333,0.3694581280788177,9301.66,687.3147783251231,8247.777339901477,High Value,1421,1421
CUST02877,6,10,9301.34,2025-05-14,2026-11-03,1550.2233333333334,1062.7283333333332,538,17.933333333333334,0.3345724907063197,9301.34,518.6620817843866,6223.944981412639,High Value,1422,1422
CUST03425,4,10,9301.14,2025-06-09,2026-06-10,2325.285,1013.675,366,12.2,0.3278688524590164,9301.14,762.3885245901639,9148.662295081967,High Value,1423,1423
CUST02772,4,10,9291.439999999999,2024-12-10,2026-11-17,2322.8599999999997,993.5675,707,23.566666666666666,0.16973125884016974,9291.439999999999,394.26195190947664,4731.143422913719,High Value,1424,1424
CUST00102,4,7,9288.47,2025-05-18,2026-08-29,2322.1175,1106.51,468,15.6,0.25641025641025644,9288.47,595.4147435897436,7144.976923076923,High Value,1425,1425
CUST04118,5,18,9286.07,2025-06-30,2026-07-12,1857.214,490.912,377,12.566666666666666,0.3978779840848806,9286.07,738.9445623342175,8867.33474801061,High Value,1426,1426
CUST02147,5,14,9282.79,2025-01-22,2026-10-25,1856.5580000000002,866.3340000000001,641,21.366666666666667,0.23400936037441497,9282.79,434.45195007800316,5213.423400936038,High Value,1427,1427
CUST04282,3,7,9277.16,2025-04-12,2026-03-27,3092.3866666666668,1187.7066666666667,349,11.633333333333333,0.25787965616045844,9277.16,797.4636103151863,9569.563323782237,High Value,1428,1428
CUST01726,3,7,9273.35,2025-06-01,2025-12-01,3091.116666666667,1430.36,183,6.1,0.49180327868852464,9273.35,1520.22131147541,18242.655737704918,High Value,1429,1429
CUST00280,5,8,9270.59,2024-11-14,2026-10-02,1854.118,1099.748,687,22.9,0.2183406113537118,9270.59,404.8292576419214,4857.951091703057,High Value,1430,1430
CUST03089,5,9,9264.8,2025-01-20,2026-09-30,1852.9599999999998,1023.6220000000001,618,20.6,0.24271844660194172,9264.8,449.74757281553394,5396.9708737864075,High Value,1431,1431
CUST01400,4,11,9263.880000000001,2025-02-18,2026-09-03,2315.9700000000003,944.1949999999999,562,18.733333333333334,0.21352313167259784,9263.880000000001,494.5131672597865,5934.158007117438,High Value,1432,1432
CUST04337,4,10,9261.26,2025-03-04,2026-07-17,2315.315,808.22,500,16.666666666666668,0.24,9261.26,555.6755999999999,6668.107199999999,High Value,1433,1433
CUST02916,4,8,9257.28,2024-12-30,2026-10-25,2314.32,1168.2975000000001,664,22.133333333333333,0.18072289156626506,9257.28,418.2506024096386,5019.007228915663,High Value,1434,1434
CUST02790,4,9,9257.06,2025-01-09,2026-10-25,2314.265,1080.2825,654,21.8,0.18348623853211007,9257.06,424.6357798165137,5095.629357798165,High Value,1435,1435
CUST03093,5,12,9248.35,2025-01-13,2026-04-18,1849.67,747.634,460,15.333333333333334,0.32608695652173914,9248.35,603.1532608695652,7237.839130434782,High Value,1436,1436
CUST03916,5,9,9245.97,2025-05-26,2026-10-20,1849.194,1097.834,512,17.066666666666666,0.29296875,9245.97,541.7560546875,6501.072656249999,High Value,1437,1437
CUST03445,5,11,9243.48,2025-01-13,2026-05-27,1848.696,907.4379999999999,499,16.633333333333333,0.30060120240480964,9243.48,555.7202404809619,6668.642885771544,High Value,1438,1438
CUST02087,5,9,9238.4,2025-05-21,2026-04-30,1847.6799999999998,1098.5,344,11.466666666666667,0.436046511627907,9238.4,805.6744186046511,9668.093023255813,High Value,1439,1439
CUST00715,3,6,9233.68,2024-12-05,2026-09-13,3077.8933333333334,1526.3999999999999,647,21.566666666666666,0.1391035548686244,9233.68,428.14590417310666,5137.75085007728,High Value,1440,1440
CUST04758,4,8,9231.62,2025-02-21,2026-09-01,2307.905,959.155,557,18.566666666666666,0.21543985637342908,9231.62,497.2147217235189,5966.576660682227,High Value,1441,1441
CUST02750,2,6,9230.849999999999,2025-04-08,2025-05-07,4615.424999999999,1538.475,29,0.9666666666666667,2.0,9230.849999999999,9230.849999999999,110770.19999999998,High Value,1442,1442
CUST03175,3,6,9228.42,2025-07-03,2026-03-20,3076.14,1491.82,260,8.666666666666666,0.3461538461538462,9228.42,1064.8176923076924,12777.812307692308,High Value,1443,1443
CUST00670,5,6,9226.19,2025-01-02,2026-10-08,1845.238,1459.2459999999999,644,21.466666666666665,0.23291925465838512,9226.19,429.79145962732923,5157.497515527951,High Value,1444,1444
CUST02536,3,7,9225.630000000001,2025-05-05,2026-05-18,3075.2100000000005,1277.61,378,12.6,0.2380952380952381,9225.630000000001,732.1928571428573,8786.314285714288,High Value,1445,1445
CUST03221,4,11,9225.61,2025-05-06,2026-04-15,2306.4025,831.71,344,11.466666666666667,0.3488372093023256,9225.61,804.559011627907,9654.708139534883,High Value,1446,1446
CUST01442,6,9,9219.279999999999,2025-02-09,2026-08-30,1536.5466666666664,982.52,567,18.9,0.3174603174603175,9219.279999999999,487.79259259259254,5853.511111111111,High Value,1447,1447
CUST02329,3,7,9215.74,2025-02-22,2025-12-03,3071.9133333333334,1388.6233333333332,284,9.466666666666667,0.31690140845070425,9215.74,973.493661971831,11681.923943661972,High Value,1448,1448
CUST00812,5,11,9211.4,2025-01-24,2026-09-30,1842.28,812.1479999999999,614,20.466666666666665,0.244299674267101,9211.4,450.06840390879483,5400.820846905538,High Value,1449,1449
CUST03865,3,8,9210.81,2026-01-30,2026-07-16,3070.27,1175.3366666666666,167,5.566666666666666,0.5389221556886228,9210.81,1654.6365269461078,19855.638323353294,High Value,1450,1450
CUST02654,3,9,9210.619999999999,2025-03-26,2026-03-15,3070.2066666666665,1203.4066666666665,354,11.8,0.2542372881355932,9210.619999999999,780.5610169491524,9366.732203389829,High Value,1451,1451
CUST00967,3,14,9206.36,2025-01-01,2026-11-24,3068.786666666667,683.5300000000001,692,23.066666666666666,0.13005780346820808,9206.36,399.1196531791908,4789.43583815029,High Value,1452,1452
CUST01069,5,10,9205.29,2025-03-03,2026-04-20,1841.0580000000002,828.71,413,13.766666666666667,0.3631961259079903,9205.29,668.6651331719129,8023.981598062955,High Value,1453,1453
CUST01260,6,9,9196.779999999999,2025-04-05,2026-03-16,1532.7966666666664,1000.9616666666667,345,11.5,0.5217391304347826,9196.779999999999,799.7199999999999,9596.64,High Value,1454,1454
CUST00543,5,13,9196.64,2025-05-20,2026-09-17,1839.328,889.908,485,16.166666666666668,0.3092783505154639,9196.64,568.8643298969072,6826.371958762886,High Value,1455,1455
CUST01865,5,12,9196.07,2025-05-24,2026-06-25,1839.214,873.2,397,13.233333333333333,0.3778337531486146,9196.07,694.917128463476,8339.005541561713,High Value,1456,1456
CUST01896,5,10,9194.89,2025-04-08,2025-12-17,1838.9779999999998,938.302,253,8.433333333333334,0.5928853754940712,9194.89,1090.3031620553359,13083.637944664031,High Value,1457,1457
CUST01842,4,8,9194.49,2025-04-03,2026-04-08,2298.6225,1116.3575,370,12.333333333333334,0.3243243243243243,9194.49,745.4991891891891,8945.99027027027,High Value,1458,1458
CUST03398,2,8,9193.789999999999,2025-08-11,2026-07-12,4596.8949999999995,1157.9050000000002,335,11.166666666666666,0.17910447761194032,9193.789999999999,823.3244776119402,9879.893731343283,High Value,1459,1459
CUST04054,4,9,9191.92,2025-03-28,2026-09-12,2297.98,856.3824999999999,533,17.766666666666666,0.22514071294559101,9191.92,517.3688555347093,6208.426266416511,High Value,1460,1460
CUST03312,3,9,9191.68,2025-06-22,2025-11-08,3063.8933333333334,1008.4533333333334,139,4.633333333333334,0.6474820143884892,9191.68,1983.8158273381293,23805.78992805755,High Value,1461,1461
CUST04242,5,10,9191.35,2024-12-20,2026-01-15,1838.27,943.49,391,13.033333333333333,0.3836317135549872,9191.35,705.2186700767264,8462.624040920717,High Value,1462,1462
CUST01948,3,6,9191.09,2025-01-31,2026-04-22,3063.6966666666667,1131.1366666666665,446,14.866666666666667,0.20179372197309417,9191.09,618.2347533632287,7418.817040358745,High Value,1463,1463
CUST02676,4,13,9190.91,2024-12-31,2026-10-30,2297.7275,707.19,668,22.266666666666666,0.17964071856287425,9190.91,412.7654191616767,4953.18502994012,High Value,1464,1464
CUST04543,5,7,9189.150000000001,2024-12-07,2026-07-03,1837.8300000000004,1181.846,573,19.1,0.2617801047120419,9189.150000000001,481.10732984293196,5773.287958115184,High Value,1465,1465
CUST01531,6,8,9188.26,2025-05-02,2026-10-31,1531.3766666666668,1122.5166666666667,547,18.233333333333334,0.3290676416819013,9188.26,503.92650822669106,6047.118098720292,High Value,1466,1466
CUST04048,4,9,9187.75,2025-06-13,2026-04-02,2296.9375,1079.71,293,9.766666666666667,0.40955631399317405,9187.75,940.7252559726961,11288.703071672353,High Value,1467,1467
CUST03533,4,12,9186.380000000001,2025-01-29,2026-11-06,2296.5950000000003,728.265,646,21.533333333333335,0.18575851393188852,9186.380000000001,426.61207430340556,5119.344891640867,High Value,1468,1468
CUST03950,6,13,9177.29,2025-04-14,2026-07-07,1529.5483333333334,673.3633333333333,449,14.966666666666667,0.40089086859688194,9177.29,613.1819599109132,7358.183518930959,High Value,1469,1469
CUST04265,3,7,9176.79,2025-03-20,2025-07-23,3058.9300000000003,1453.11,125,4.166666666666667,0.72,9176.79,2202.4296,26429.1552,High Value,1470,1470
CUST01352,3,8,9174.95,2025-05-11,2026-08-03,3058.316666666667,1120.98,449,14.966666666666667,0.20044543429844097,9174.95,613.0256124721604,7356.307349665925,High Value,1471,1471
CUST00173,4,12,9173.18,2025-02-24,2026-05-25,2293.295,849.605,455,15.166666666666666,0.26373626373626374,9173.18,604.825054945055,7257.900659340659,High Value,1472,1472
CUST04244,3,7,9162.09,2025-06-24,2026-01-26,3054.03,1343.8999999999999,216,7.2,0.41666666666666663,9162.09,1272.5125,15270.150000000001,High Value,1473,1473
CUST01796,4,9,9153.59,2025-03-06,2026-07-22,2288.3975,967.88,503,16.766666666666666,0.2385685884691849,9153.59,545.9397614314116,6551.2771371769395,High Value,1474,1474
CUST04114,6,11,9153.57,2024-12-22,2026-03-22,1525.595,968.1533333333333,455,15.166666666666666,0.39560439560439564,9153.57,603.532087912088,7242.385054945055,High Value,1475,1475
CUST03430,5,9,9153.22,2025-06-02,2026-08-31,1830.6439999999998,985.1200000000001,455,15.166666666666666,0.32967032967032966,9153.22,603.509010989011,7242.108131868132,High Value,1476,1476
CUST01430,4,8,9151.599999999999,2025-10-12,2026-09-29,2287.8999999999996,1138.19,352,11.733333333333333,0.34090909090909094,9151.599999999999,779.965909090909,9359.590909090908,High Value,1477,1477
CUST02053,4,12,9145.53,2025-01-29,2026-10-23,2286.3825,736.0125,632,21.066666666666666,0.189873417721519,9145.53,434.1232594936709,5209.479113924051,High Value,1478,1478
CUST03914,5,9,9142.8,2025-01-02,2026-08-03,1828.56,961.4040000000001,578,19.266666666666666,0.2595155709342561,9142.8,474.53979238754323,5694.477508650519,High Value,1479,1479
CUST00635,2,6,9140.84,2025-06-01,2026-01-23,4570.42,1501.0900000000001,236,7.866666666666666,0.2542372881355932,9140.84,1161.9711864406781,13943.654237288138,High Value,1480,1480
CUST00163,4,9,9133.98,2025-05-02,2026-07-26,2283.495,1071.47,450,15.0,0.26666666666666666,9133.98,608.932,7307.184,High Value,1481,1481
CUST03132,5,11,9133.49,2025-05-10,2026-11-07,1826.6979999999999,746.406,546,18.2,0.27472527472527475,9133.49,501.8401098901099,6022.081318681318,High Value,1482,1482
CUST01997,4,8,9116.43,2024-12-01,2026-09-15,2279.1075,1141.4450000000002,653,21.766666666666666,0.18376722817764166,9116.43,418.82526799387443,5025.903215926493,High Value,1483,1483
CUST03898,2,7,9115.65,2025-02-21,2025-05-27,4557.825,1251.205,95,3.1666666666666665,0.6315789473684211,9115.65,2878.6263157894737,34543.515789473684,High Value,1484,1484
CUST04590,4,8,9113.67,2025-06-26,2026-10-09,2278.4175,1160.7725,470,15.666666666666666,0.25531914893617025,9113.67,581.7236170212766,6980.683404255319,High Value,1485,1485
CUST01551,2,7,9112.75,2025-01-20,2026-04-04,4556.375,1304.21,439,14.633333333333333,0.1366742596810934,9112.75,622.739179954442,7472.870159453303,High Value,1486,1486
CUST02440,5,9,9107.82,2025-08-18,2026-05-26,1821.5639999999999,1035.96,281,9.366666666666667,0.5338078291814946,9107.82,972.36512455516,11668.38149466192,High Value,1487,1487
CUST01048,2,7,9104.91,2025-09-24,2026-10-16,4552.455,1267.2350000000001,387,12.9,0.15503875968992248,9104.91,705.806976744186,8469.683720930232,High Value,1488,1488
CUST03338,3,8,9101.65,2025-10-19,2026-09-22,3033.883333333333,1113.5066666666667,338,11.266666666666667,0.2662721893491124,9101.65,807.8387573964496,9694.065088757396,High Value,1489,1489
CUST00363,4,10,9101.58,2025-02-18,2025-12-12,2275.395,1027.2450000000001,297,9.9,0.40404040404040403,9101.58,919.3515151515151,11032.218181818182,High Value,1490,1490
CUST01689,2,7,9099.74,2025-01-24,2025-05-09,4549.87,1312.9650000000001,105,3.5,0.5714285714285714,9099.74,2599.925714285714,31199.10857142857,High Value,1491,1491
CUST04977,6,9,9097.55,2025-07-20,2026-09-09,1516.2583333333332,1072.7666666666667,416,13.866666666666667,0.43269230769230765,9097.55,656.0733173076923,7872.879807692307,High Value,1492,1492
CUST01477,4,9,9085.880000000001,2025-01-03,2026-09-07,2271.4700000000003,1093.2649999999999,612,20.4,0.19607843137254904,9085.880000000001,445.386274509804,5344.635294117648,High Value,1493,1493
CUST04199,4,9,9084.32,2025-01-31,2025-12-04,2271.08,1157.855,307,10.233333333333333,0.39087947882736157,9084.32,887.7185667752443,10652.622801302932,High Value,1494,1494
CUST04145,2,7,9083.96,2026-01-27,2026-02-09,4541.98,1187.255,13,0.43333333333333335,2.0,9083.96,9083.96,109007.51999999999,High Value,1495,1495
CUST03146,3,9,9074.71,2025-04-10,2026-02-14,3024.903333333333,893.5633333333332,310,10.333333333333334,0.29032258064516125,9074.71,878.1977419354837,10538.372903225805,High Value,1496,1496
CUST01921,5,11,9074.42,2025-02-28,2026-10-29,1814.884,943.2379999999999,608,20.266666666666666,0.2467105263157895,9074.42,447.7509868421053,5373.011842105264,High Value,1497,1497
CUST03314,3,7,9074.21,2025-06-01,2025-10-24,3024.736666666666,1305.71,145,4.833333333333333,0.6206896551724138,9074.21,1877.4227586206896,22529.073103448274,High Value,1498,1498
