actual_is_cancelled,cancellation_probability,predicted_cancellation,risk_level
0,0.4598238802844167,0,MEDIUM
0,0.5009697942830851,1,MEDIUM
0,0.48121884502191936,0,MEDIUM
0,0.5538587884718229,1,MEDIUM
0,0.5086961656364174,1,MEDIUM
0,0.47045366751159085,0,MEDIUM
0,0.5263645350959683,1,MEDIUM
0,0.5544372323394324,1,MEDIUM
0,0.47338865274334246,0,MEDIUM
0,0.5377886530233296,1,MEDIUM
0,0.5007704529278858,1,MEDIUM
0,0.456041996198406,0,MEDIUM
0,0.5300740098778618,1,MEDIUM
0,0.5137897236166435,1,MEDIUM
0,0.47287295066017554,0,MEDIUM
0,0.5297680105192736,1,MEDIUM
1,0.46808110979546846,0,MEDIUM
0,0.4625911314577862,0,MEDIUM
0,0.5545741747145281,1,MEDIUM
1,0.5093640038617518,1,MEDIUM
0,0.49793706166572876,0,MEDIUM
0,0.5574402374639791,1,MEDIUM
1,0.48804269704550846,0,MEDIUM
0,0.4948141220990414,0,MEDIUM
0,0.5241262157321402,1,MEDIUM
0,0.5110607975524043,1,MEDIUM
1,0.5219433330854115,1,MEDIUM
0,0.4987923571116947,0,MEDIUM
1,0.49522113955473046,0,MEDIUM
0,0.4973745864388462,0,MEDIUM
0,0.5559178307494663,1,MEDIUM
0,0.48831601415019404,0,MEDIUM
1,0.49177479357437576,0,MEDIUM
0,0.4894200275179783,0,MEDIUM
0,0.4644954346230576,0,MEDIUM
0,0.5500698298080974,1,MEDIUM
0,0.45162384991369686,0,MEDIUM
0,0.4584296070470914,0,MEDIUM
0,0.5146744778589645,1,MEDIUM
1,0.4946877683426298,0,MEDIUM
1,0.6030460185631269,1,HIGH
0,0.42411022516041263,0,MEDIUM
0,0.47562589393188964,0,MEDIUM
0,0.4862617214286795,0,MEDIUM
0,0.5056484589094853,1,MEDIUM
0,0.4819580584095046,0,MEDIUM
0,0.5284254589023992,1,MEDIUM
0,0.47342311897874934,0,MEDIUM
1,0.4577903056436417,0,MEDIUM
0,0.5556182219672876,1,MEDIUM
1,0.5100315911463077,1,MEDIUM
0,0.48570833793945745,0,MEDIUM
0,0.5292631526179364,1,MEDIUM
0,0.5386785242127607,1,MEDIUM
0,0.5056391995137915,1,MEDIUM
0,0.5225291694553774,1,MEDIUM
0,0.4873689047459108,0,MEDIUM
1,0.47098309150256384,0,MEDIUM
0,0.45577178179763134,0,MEDIUM
0,0.4937983393969575,0,MEDIUM
0,0.5032017680572987,1,MEDIUM
0,0.5584222003745829,1,MEDIUM
1,0.4667987478166092,0,MEDIUM
0,0.5177633518967013,1,MEDIUM
0,0.5062268096154071,1,MEDIUM
0,0.51266748083537,1,MEDIUM
0,0.49236982277005953,0,MEDIUM
0,0.4735029170896121,0,MEDIUM
0,0.5287085737673429,1,MEDIUM
0,0.5237633958068472,1,MEDIUM
0,0.5901706888771445,1,MEDIUM
0,0.44603854188334696,0,MEDIUM
1,0.5119983857705397,1,MEDIUM
0,0.5169186459431706,1,MEDIUM
0,0.493641867485411,0,MEDIUM
0,0.514734336092421,1,MEDIUM
0,0.4655234659882973,0,MEDIUM
0,0.51098139532465,1,MEDIUM
0,0.44432337007990436,0,MEDIUM
0,0.5008508061541002,1,MEDIUM
0,0.46747746534188245,0,MEDIUM
0,0.4773260648425896,0,MEDIUM
0,0.5072227829659309,1,MEDIUM
1,0.4991730001370569,0,MEDIUM
0,0.5351277910676752,1,MEDIUM
0,0.47515437586212855,0,MEDIUM
0,0.41044831940909704,0,MEDIUM
1,0.4792729462410062,0,MEDIUM
0,0.43262666114574205,0,MEDIUM
0,0.5241885642423535,1,MEDIUM
1,0.49576039275119677,0,MEDIUM
0,0.47988698103988925,0,MEDIUM
0,0.4899964156928679,0,MEDIUM
0,0.49598766000919475,0,MEDIUM
0,0.47050331656208444,0,MEDIUM
1,0.5165312227730301,1,MEDIUM
0,0.50561037658857,1,MEDIUM
0,0.5221482881326138,1,MEDIUM
0,0.46540243449978563,0,MEDIUM
0,0.4730510976108029,0,MEDIUM
0,0.5023606841754822,1,MEDIUM
0,0.5220346891237846,1,MEDIUM
0,0.4794064246905405,0,MEDIUM
1,0.524235518622703,1,MEDIUM
0,0.48071103727706604,0,MEDIUM
0,0.5188974132148185,1,MEDIUM
0,0.4845841709898517,0,MEDIUM
0,0.4231515748054085,0,MEDIUM
0,0.5193506696726844,1,MEDIUM
0,0.48589582522092933,0,MEDIUM
1,0.474629744717387,0,MEDIUM
0,0.4890192863693196,0,MEDIUM
0,0.5124820737992513,1,MEDIUM
0,0.5241255392629567,1,MEDIUM
0,0.45950428656614345,0,MEDIUM
0,0.5036668836243781,1,MEDIUM
0,0.49156775718194606,0,MEDIUM
0,0.5346257157913727,1,MEDIUM
0,0.500212427437582,1,MEDIUM
1,0.5521478972860318,1,MEDIUM
1,0.5269180487355848,1,MEDIUM
0,0.46874947698710795,0,MEDIUM
0,0.4614547807825091,0,MEDIUM
0,0.46087576419988285,0,MEDIUM
0,0.5109691275025758,1,MEDIUM
0,0.5167803375754625,1,MEDIUM
1,0.4410040649507624,0,MEDIUM
0,0.5119381898870385,1,MEDIUM
0,0.5884824479535685,1,MEDIUM
0,0.4531940883351686,0,MEDIUM
0,0.5248463894717961,1,MEDIUM
0,0.5296959092603326,1,MEDIUM
0,0.4911277118299462,0,MEDIUM
0,0.4991257681538023,0,MEDIUM
1,0.5131938226854926,1,MEDIUM
0,0.49166388914630527,0,MEDIUM
0,0.5055895093145055,1,MEDIUM
1,0.4402848756157001,0,MEDIUM
0,0.5146893527655877,1,MEDIUM
1,0.5172904783468177,1,MEDIUM
0,0.4452581161868126,0,MEDIUM
0,0.44142114023506496,0,MEDIUM
0,0.5042088985135098,1,MEDIUM
0,0.4894245992702905,0,MEDIUM
1,0.48212265070956334,0,MEDIUM
0,0.4668482885914034,0,MEDIUM
0,0.4867662303950457,0,MEDIUM
1,0.47042485324066685,0,MEDIUM
1,0.46847347276894474,0,MEDIUM
1,0.4849902476468745,0,MEDIUM
0,0.5287205887405831,1,MEDIUM
0,0.4765599156336134,0,MEDIUM
0,0.5284178989187333,1,MEDIUM
0,0.5355893478728467,1,MEDIUM
0,0.5253082027274854,1,MEDIUM
0,0.46002518973958145,0,MEDIUM
0,0.4914098566187281,0,MEDIUM
0,0.5430474345415923,1,MEDIUM
0,0.5626451501421291,1,MEDIUM
0,0.5260161700580542,1,MEDIUM
0,0.47979544842741056,0,MEDIUM
0,0.471221435390417,0,MEDIUM
0,0.5206528029560297,1,MEDIUM
0,0.49855331119649793,0,MEDIUM
0,0.5162715374528661,1,MEDIUM
0,0.5335649748718659,1,MEDIUM
1,0.5005901259859616,1,MEDIUM
1,0.4615577479710205,0,MEDIUM
0,0.5102519254586827,1,MEDIUM
0,0.4535341477791888,0,MEDIUM
0,0.5090239053210728,1,MEDIUM
0,0.450348372725449,0,MEDIUM
0,0.5481342130967741,1,MEDIUM
0,0.4753725297312761,0,MEDIUM
0,0.5058684265946589,1,MEDIUM
1,0.5313877544952145,1,MEDIUM
0,0.5152035717649722,1,MEDIUM
0,0.44704650515197975,0,MEDIUM
0,0.5262229060852681,1,MEDIUM
0,0.49211164922144646,0,MEDIUM
0,0.4150653851858815,0,MEDIUM
0,0.5056293307054406,1,MEDIUM
1,0.5111425748953126,1,MEDIUM
0,0.46827528595802465,0,MEDIUM
0,0.485293162174477,0,MEDIUM
0,0.4718966720707458,0,MEDIUM
0,0.48924436763282875,0,MEDIUM
1,0.4571002243944977,0,MEDIUM
0,0.4798448714207193,0,MEDIUM
0,0.4486874392881296,0,MEDIUM
0,0.5233488386285057,1,MEDIUM
0,0.45366098545673483,0,MEDIUM
0,0.4733970510417269,0,MEDIUM
0,0.46779910827122023,0,MEDIUM
0,0.5178495713008522,1,MEDIUM
0,0.5311027382054032,1,MEDIUM
0,0.5047670541222511,1,MEDIUM
0,0.4754706198625079,0,MEDIUM
0,0.5014134195697889,1,MEDIUM
0,0.42248940019147635,0,MEDIUM
0,0.5187946088879736,1,MEDIUM
0,0.5678353910852412,1,MEDIUM
0,0.5030698696280325,1,MEDIUM
0,0.48418510750657573,0,MEDIUM
0,0.5115651997002504,1,MEDIUM
1,0.4681043997924942,0,MEDIUM
0,0.5307706606806734,1,MEDIUM
0,0.44986947582494863,0,MEDIUM
0,0.5070755517306714,1,MEDIUM
1,0.5443160430542273,1,MEDIUM
0,0.5082254977707598,1,MEDIUM
0,0.49153154230046214,0,MEDIUM
0,0.5559714983479701,1,MEDIUM
0,0.5451742611858748,1,MEDIUM
0,0.532486750286659,1,MEDIUM
0,0.5301762429337777,1,MEDIUM
1,0.40728409661361925,0,MEDIUM
0,0.5093451965967214,1,MEDIUM
0,0.5078340177903594,1,MEDIUM
0,0.45869945928021655,0,MEDIUM
0,0.46194037858983505,0,MEDIUM
0,0.5047644884284538,1,MEDIUM
1,0.4393443740776979,0,MEDIUM
0,0.5243834646022785,1,MEDIUM
0,0.518984794276578,1,MEDIUM
0,0.49687673875487043,0,MEDIUM
0,0.47402932656579483,0,MEDIUM
1,0.4434408461700065,0,MEDIUM
0,0.573486671293914,1,MEDIUM
0,0.5187466104320027,1,MEDIUM
0,0.48823051169674525,0,MEDIUM
0,0.5487752707096156,1,MEDIUM
0,0.4960505279963892,0,MEDIUM
0,0.4825392363156378,0,MEDIUM
0,0.4655288700181105,0,MEDIUM
0,0.5160640439237456,1,MEDIUM
1,0.546460630216153,1,MEDIUM
0,0.5006938126421193,1,MEDIUM
0,0.48219925169432115,0,MEDIUM
0,0.4966036507587849,0,MEDIUM
0,0.542688635924116,1,MEDIUM
0,0.530998445603508,1,MEDIUM
0,0.4972657901253188,0,MEDIUM
0,0.48383488542357667,0,MEDIUM
0,0.48565608194283255,0,MEDIUM
0,0.49271925440667785,0,MEDIUM
0,0.5638732967794237,1,MEDIUM
0,0.5130612025917781,1,MEDIUM
1,0.41690052188845383,0,MEDIUM
1,0.5032390248731933,1,MEDIUM
0,0.4683047311201497,0,MEDIUM
0,0.5171285414191321,1,MEDIUM
1,0.5139791825410365,1,MEDIUM
0,0.545387238532878,1,MEDIUM
0,0.4712257119475418,0,MEDIUM
0,0.48839650326134343,0,MEDIUM
0,0.4950517147994095,0,MEDIUM
0,0.49112260405251484,0,MEDIUM
0,0.5002069318504416,1,MEDIUM
0,0.48650333220459885,0,MEDIUM
0,0.4625394251861202,0,MEDIUM
0,0.5122417250942946,1,MEDIUM
0,0.5209503864824723,1,MEDIUM
1,0.5340322703804782,1,MEDIUM
0,0.4802016705342203,0,MEDIUM
0,0.45645709693274455,0,MEDIUM
0,0.5106050292234577,1,MEDIUM
0,0.4593701944195676,0,MEDIUM
0,0.4786320046765226,0,MEDIUM
0,0.5845775418717807,1,MEDIUM
0,0.4550775875616853,0,MEDIUM
1,0.5102526203856081,1,MEDIUM
0,0.48442394608847794,0,MEDIUM
0,0.48898441989489877,0,MEDIUM
1,0.45962015958194136,0,MEDIUM
0,0.5154655991516519,1,MEDIUM
0,0.48218767920738387,0,MEDIUM
0,0.5565764276676594,1,MEDIUM
0,0.5194685691351549,1,MEDIUM
0,0.48786321149786555,0,MEDIUM
0,0.5043413007111567,1,MEDIUM
1,0.41977693795011717,0,MEDIUM
0,0.5055216566565649,1,MEDIUM
0,0.5146313229562121,1,MEDIUM
0,0.5275155530822623,1,MEDIUM
0,0.5356016234764926,1,MEDIUM
0,0.42716096620893235,0,MEDIUM
0,0.514260376359948,1,MEDIUM
0,0.49275510395439104,0,MEDIUM
0,0.49648089871094975,0,MEDIUM
0,0.5419022288804521,1,MEDIUM
1,0.4646452611821781,0,MEDIUM
0,0.48746907627338765,0,MEDIUM
0,0.5444657983836645,1,MEDIUM
0,0.5045239787487455,1,MEDIUM
0,0.5036734228937125,1,MEDIUM
0,0.5151088728154187,1,MEDIUM
0,0.4939169026343894,0,MEDIUM
0,0.5413509415591815,1,MEDIUM
0,0.4889492610343513,0,MEDIUM
0,0.5185506500211653,1,MEDIUM
1,0.5229723823451838,1,MEDIUM
0,0.45598875048410087,0,MEDIUM
0,0.45928160219009945,0,MEDIUM
1,0.4977426616826824,0,MEDIUM
0,0.5268636799899348,1,MEDIUM
0,0.4565012624078644,0,MEDIUM
0,0.4393467848705623,0,MEDIUM
0,0.48283496657756664,0,MEDIUM
0,0.532251310322203,1,MEDIUM
0,0.5290614721827923,1,MEDIUM
0,0.49853202353900106,0,MEDIUM
0,0.4977014160017166,0,MEDIUM
0,0.5290597722411707,1,MEDIUM
0,0.5325858329764436,1,MEDIUM
1,0.4857584853112609,0,MEDIUM
0,0.5300977938651631,1,MEDIUM
0,0.4979706310534972,0,MEDIUM
0,0.4999843042357095,0,MEDIUM
0,0.5196864359976279,1,MEDIUM
0,0.4857245382901413,0,MEDIUM
0,0.520690216062766,1,MEDIUM
0,0.5288668724609535,1,MEDIUM
0,0.4422041249997409,0,MEDIUM
0,0.5075006592841966,1,MEDIUM
0,0.487578329414978,0,MEDIUM
0,0.4942405473569726,0,MEDIUM
0,0.5405801708400523,1,MEDIUM
0,0.4839966710498148,0,MEDIUM
0,0.49427280759930176,0,MEDIUM
0,0.5032304386820118,1,MEDIUM
0,0.4402806351693936,0,MEDIUM
1,0.47687906667060226,0,MEDIUM
0,0.4708705997646787,0,MEDIUM
0,0.4960855998547261,0,MEDIUM
0,0.5221666062591355,1,MEDIUM
0,0.4936101334791255,0,MEDIUM
0,0.43113198954939347,0,MEDIUM
0,0.5136314971663598,1,MEDIUM
0,0.45264758767546115,0,MEDIUM
0,0.5160065403693262,1,MEDIUM
0,0.5338837839234948,1,MEDIUM
0,0.4872936507821006,0,MEDIUM
0,0.48986193074008033,0,MEDIUM
0,0.5255831690275571,1,MEDIUM
0,0.47126525762915616,0,MEDIUM
0,0.4307192278401235,0,MEDIUM
0,0.4875914547124502,0,MEDIUM
0,0.5453775609165084,1,MEDIUM
0,0.5125025106766111,1,MEDIUM
0,0.4873103518961072,0,MEDIUM
0,0.4990215413673584,0,MEDIUM
0,0.48914910898929503,0,MEDIUM
0,0.5531420565243022,1,MEDIUM
0,0.5729300518343211,1,MEDIUM
0,0.4789922281066599,0,MEDIUM
1,0.5436668113662895,1,MEDIUM
0,0.5017514139330219,1,MEDIUM
0,0.48987097700366633,0,MEDIUM
0,0.4918181048984693,0,MEDIUM
0,0.5311238570273953,1,MEDIUM
0,0.5112678048348767,1,MEDIUM
0,0.494139788601047,0,MEDIUM
1,0.4881016913963917,0,MEDIUM
0,0.5432879863410778,1,MEDIUM
0,0.49854775400294005,0,MEDIUM
0,0.5141422795524193,1,MEDIUM
1,0.49557115657917866,0,MEDIUM
0,0.5325952709632714,1,MEDIUM
0,0.4883224426015465,0,MEDIUM
1,0.5321705445024963,1,MEDIUM
0,0.5078138692464698,1,MEDIUM
0,0.48497346693574495,0,MEDIUM
0,0.5115427352133345,1,MEDIUM
0,0.4850799321655163,0,MEDIUM
0,0.48731066429922276,0,MEDIUM
0,0.48060572857044925,0,MEDIUM
0,0.4795133899203834,0,MEDIUM
0,0.5333191663387097,1,MEDIUM
0,0.4917893356149187,0,MEDIUM
0,0.48680550424395097,0,MEDIUM
0,0.48073175216778036,0,MEDIUM
1,0.47614208869020097,0,MEDIUM
1,0.4604839618324822,0,MEDIUM
0,0.49459752117262173,0,MEDIUM
0,0.5379325952527549,1,MEDIUM
0,0.4844734046283819,0,MEDIUM
0,0.4977990171694214,0,MEDIUM
0,0.48919673514259,0,MEDIUM
0,0.48941387736202846,0,MEDIUM
0,0.4266017847423497,0,MEDIUM
1,0.5280657003805735,1,MEDIUM
0,0.49936813668480856,0,MEDIUM
0,0.5193649873148043,1,MEDIUM
0,0.4863291633360852,0,MEDIUM
0,0.4797016451496022,0,MEDIUM
0,0.46541959445022363,0,MEDIUM
0,0.4988954341904695,0,MEDIUM
0,0.5199334339533509,1,MEDIUM
0,0.4882566000398901,0,MEDIUM
0,0.5015501708311436,1,MEDIUM
0,0.49073462643110866,0,MEDIUM
0,0.5316457945976604,1,MEDIUM
0,0.45103223075445165,0,MEDIUM
0,0.4428747290169663,0,MEDIUM
0,0.49384644169748954,0,MEDIUM
1,0.4536503544061581,0,MEDIUM
1,0.5321851802635734,1,MEDIUM
0,0.4633372880407473,0,MEDIUM
0,0.48878867380372865,0,MEDIUM
0,0.4533860061775744,0,MEDIUM
0,0.5007253864124975,1,MEDIUM
0,0.4786040218454362,0,MEDIUM
1,0.4889144719634235,0,MEDIUM
0,0.5685545988550399,1,MEDIUM
1,0.48652131296649437,0,MEDIUM
0,0.4758936399408676,0,MEDIUM
0,0.4552792109673779,0,MEDIUM
0,0.5193423126767633,1,MEDIUM
0,0.535678369089986,1,MEDIUM
0,0.4689422552922149,0,MEDIUM
0,0.5017156902512764,1,MEDIUM
0,0.45688442899591114,0,MEDIUM
0,0.48798351666534134,0,MEDIUM
0,0.5175968371477869,1,MEDIUM
0,0.4483385302774362,0,MEDIUM
0,0.5096848537184059,1,MEDIUM
0,0.5220561585152245,1,MEDIUM
0,0.5496817181559777,1,MEDIUM
0,0.47244925624442097,0,MEDIUM
0,0.5042480957086729,1,MEDIUM
0,0.48594511162822573,0,MEDIUM
1,0.5033605181440114,1,MEDIUM
0,0.5186960427767591,1,MEDIUM
1,0.5031358671476518,1,MEDIUM
0,0.4832978448359188,0,MEDIUM
0,0.5240051302950616,1,MEDIUM
0,0.5818433919708321,1,MEDIUM
0,0.5347987171111791,1,MEDIUM
0,0.5145636168474692,1,MEDIUM
0,0.5518514645855009,1,MEDIUM
0,0.5456660042276118,1,MEDIUM
0,0.4918114889189631,0,MEDIUM
0,0.4791645086304972,0,MEDIUM
0,0.5386596847886636,1,MEDIUM
0,0.4742282028796093,0,MEDIUM
0,0.436468083901909,0,MEDIUM
1,0.5353675084043067,1,MEDIUM
0,0.555309742969478,1,MEDIUM
0,0.5118197182912487,1,MEDIUM
0,0.4719889174678799,0,MEDIUM
0,0.5023920770592702,1,MEDIUM
0,0.5202226300077548,1,MEDIUM
1,0.49465669393482403,0,MEDIUM
0,0.4060141462339694,0,MEDIUM
0,0.48249125526583675,0,MEDIUM
0,0.4579929232181544,0,MEDIUM
1,0.5099673897436382,1,MEDIUM
0,0.4510728225913145,0,MEDIUM
0,0.48389571832667344,0,MEDIUM
1,0.5459807830052014,1,MEDIUM
0,0.5001723337381259,1,MEDIUM
0,0.5100922571367547,1,MEDIUM
0,0.47017156708309316,0,MEDIUM
1,0.4664965253532889,0,MEDIUM
0,0.47847353027220313,0,MEDIUM
0,0.47176002233339387,0,MEDIUM
0,0.5447721222374503,1,MEDIUM
0,0.5105923409484461,1,MEDIUM
0,0.43532111140450486,0,MEDIUM
0,0.5287851272575699,1,MEDIUM
0,0.5154701047222146,1,MEDIUM
0,0.5016336356624062,1,MEDIUM
0,0.5135052193776501,1,MEDIUM
0,0.47717329534650127,0,MEDIUM
0,0.5066180877297625,1,MEDIUM
0,0.47244131760777264,0,MEDIUM
0,0.48352757527498774,0,MEDIUM
1,0.43286854057367624,0,MEDIUM
0,0.5427187236769017,1,MEDIUM
0,0.5308972570478726,1,MEDIUM
0,0.5140915629967497,1,MEDIUM
0,0.5069763375862392,1,MEDIUM
1,0.5028001885779414,1,MEDIUM
0,0.4959623556375055,0,MEDIUM
1,0.5768760485910699,1,MEDIUM
0,0.5300060135345313,1,MEDIUM
0,0.4815088659468075,0,MEDIUM
0,0.4846879369106906,0,MEDIUM
0,0.5000511444629163,1,MEDIUM
0,0.49203707435442134,0,MEDIUM
0,0.5204269581232951,1,MEDIUM
0,0.5192098497364573,1,MEDIUM
0,0.5258583081003034,1,MEDIUM
0,0.4953449382746949,0,MEDIUM
0,0.5448901820248573,1,MEDIUM
1,0.5472410909482884,1,MEDIUM
0,0.508752892406168,1,MEDIUM
0,0.5080471197731296,1,MEDIUM
0,0.5047207697227574,1,MEDIUM
0,0.4766899689005182,0,MEDIUM
0,0.4927001041943283,0,MEDIUM
0,0.5237814697928243,1,MEDIUM
0,0.4992440804732388,0,MEDIUM
0,0.4938607092957626,0,MEDIUM
0,0.49521950616552063,0,MEDIUM
0,0.5116883582256117,1,MEDIUM
1,0.5155295071659938,1,MEDIUM
0,0.4638900737377071,0,MEDIUM
0,0.5131354287043887,1,MEDIUM
0,0.4895178379549984,0,MEDIUM
0,0.45947766146667907,0,MEDIUM
0,0.5067643868726935,1,MEDIUM
0,0.45134139146252866,0,MEDIUM
0,0.5053980646739046,1,MEDIUM
1,0.4459875810187774,0,MEDIUM
0,0.5423035792235038,1,MEDIUM
0,0.4825034582476349,0,MEDIUM
1,0.5453260604271256,1,MEDIUM
0,0.3828828200429847,0,MEDIUM
0,0.5046494417196757,1,MEDIUM
0,0.5181225726949448,1,MEDIUM
0,0.5037315373586733,1,MEDIUM
0,0.48882266752733183,0,MEDIUM
0,0.4771604459240354,0,MEDIUM
0,0.4468382065574856,0,MEDIUM
1,0.4824217785401395,0,MEDIUM
0,0.5218977515697567,1,MEDIUM
0,0.5127254995626283,1,MEDIUM
0,0.4774255888832558,0,MEDIUM
0,0.47255530094107684,0,MEDIUM
0,0.49685717044974215,0,MEDIUM
0,0.5873133317741047,1,MEDIUM
0,0.5737091357167385,1,MEDIUM
0,0.4777043313591713,0,MEDIUM
1,0.5093044957009483,1,MEDIUM
0,0.5122262148002551,1,MEDIUM
0,0.5151668298814903,1,MEDIUM
0,0.4787917136285439,0,MEDIUM
0,0.48952955405518117,0,MEDIUM
0,0.48668924560974947,0,MEDIUM
0,0.5050915342042417,1,MEDIUM
0,0.47189463232108875,0,MEDIUM
0,0.506286899314037,1,MEDIUM
0,0.5096403021704514,1,MEDIUM
0,0.5225521912542745,1,MEDIUM
0,0.5081329915600786,1,MEDIUM
0,0.45218793130224033,0,MEDIUM
0,0.5279415406178953,1,MEDIUM
0,0.4778114909374937,0,MEDIUM
0,0.4953078872730394,0,MEDIUM
0,0.5050486252441394,1,MEDIUM
0,0.5231754016818027,1,MEDIUM
0,0.5155163673917356,1,MEDIUM
0,0.5171784700218248,1,MEDIUM
0,0.5114271018654388,1,MEDIUM
0,0.48159352806034833,0,MEDIUM
0,0.46684415518537997,0,MEDIUM
0,0.47138825117645705,0,MEDIUM
0,0.4945488351711084,0,MEDIUM
0,0.5144985970332105,1,MEDIUM
0,0.4540527273892083,0,MEDIUM
0,0.5117605013190505,1,MEDIUM
0,0.5281343091796614,1,MEDIUM
0,0.4541880671782735,0,MEDIUM
0,0.4587339678092965,0,MEDIUM
0,0.496615160264914,0,MEDIUM
0,0.4760027016058683,0,MEDIUM
0,0.485358697932793,0,MEDIUM
0,0.5073673320042349,1,MEDIUM
0,0.4970204779173305,0,MEDIUM
0,0.5102193460626107,1,MEDIUM
0,0.5005282828004951,1,MEDIUM
0,0.4693550440035982,0,MEDIUM
0,0.43891090260571197,0,MEDIUM
0,0.46054582237409736,0,MEDIUM
0,0.5003966799975825,1,MEDIUM
0,0.47786114901961674,0,MEDIUM
0,0.5406943745406326,1,MEDIUM
0,0.503555127692258,1,MEDIUM
0,0.484387572225118,0,MEDIUM
0,0.5320462441329147,1,MEDIUM
0,0.44565476278634775,0,MEDIUM
0,0.5227315017617095,1,MEDIUM
0,0.5328951932651037,1,MEDIUM
0,0.48290247701310673,0,MEDIUM
0,0.45103099627668736,0,MEDIUM
0,0.494513509774628,0,MEDIUM
0,0.5381733387565678,1,MEDIUM
0,0.48257950791224385,0,MEDIUM
0,0.47995434522502756,0,MEDIUM
0,0.4939189383174715,0,MEDIUM
0,0.4916632939554958,0,MEDIUM
0,0.48381241832441096,0,MEDIUM
0,0.43874308012289276,0,MEDIUM
0,0.47995904230552006,0,MEDIUM
0,0.5117679117863952,1,MEDIUM
0,0.3726212216588193,0,MEDIUM
0,0.5147387593543641,1,MEDIUM
0,0.49306983996622694,0,MEDIUM
0,0.5466520908830164,1,MEDIUM
0,0.5019374238535459,1,MEDIUM
0,0.5071677262780407,1,MEDIUM
0,0.532475862987116,1,MEDIUM
0,0.4828802366225276,0,MEDIUM
0,0.49789267468505327,0,MEDIUM
0,0.5009958003131462,1,MEDIUM
0,0.47996079180200635,0,MEDIUM
0,0.5354789330448648,1,MEDIUM
0,0.5101856069013683,1,MEDIUM
0,0.5275899037702659,1,MEDIUM
0,0.5663735829279152,1,MEDIUM
0,0.5394587027974118,1,MEDIUM
0,0.505565514066892,1,MEDIUM
1,0.5386679746210907,1,MEDIUM
0,0.5135248910017972,1,MEDIUM
0,0.5332111422006067,1,MEDIUM
0,0.4990745665144267,0,MEDIUM
0,0.5154180426424141,1,MEDIUM
1,0.49666485816289385,0,MEDIUM
1,0.5233804315593402,1,MEDIUM
0,0.5233041375731627,1,MEDIUM
0,0.5111068057325473,1,MEDIUM
1,0.5091459499025535,1,MEDIUM
0,0.5030145951711699,1,MEDIUM
0,0.45232611440242704,0,MEDIUM
0,0.5028382912439169,1,MEDIUM
0,0.46169956727396455,0,MEDIUM
0,0.4774627211811867,0,MEDIUM
0,0.4678829943652841,0,MEDIUM
0,0.4810380295578763,0,MEDIUM
0,0.521836832001924,1,MEDIUM
0,0.5171518603836521,1,MEDIUM
0,0.4860291815127101,0,MEDIUM
0,0.5364879747821161,1,MEDIUM
0,0.4988702328797595,0,MEDIUM
0,0.4732951325766772,0,MEDIUM
0,0.4745296180537945,0,MEDIUM
0,0.5172563659781051,1,MEDIUM
0,0.5086297750517804,1,MEDIUM
0,0.48326809801353116,0,MEDIUM
0,0.4608546421740276,0,MEDIUM
0,0.513094443648855,1,MEDIUM
0,0.516593943029794,1,MEDIUM
0,0.48828956327269724,0,MEDIUM
0,0.5417976055347973,1,MEDIUM
0,0.5033881350942215,1,MEDIUM
0,0.5183684323928653,1,MEDIUM
0,0.5291915818255163,1,MEDIUM
0,0.5255732475599886,1,MEDIUM
0,0.508477744563567,1,MEDIUM
0,0.5466426436562247,1,MEDIUM
0,0.4562994429259742,0,MEDIUM
1,0.5660909606782095,1,MEDIUM
0,0.48664008499315586,0,MEDIUM
0,0.4854826449034541,0,MEDIUM
0,0.5110216675740583,1,MEDIUM
0,0.4687511072693475,0,MEDIUM
0,0.5405675192511025,1,MEDIUM
0,0.5302998724532533,1,MEDIUM
0,0.46195901614757273,0,MEDIUM
0,0.5482799133615198,1,MEDIUM
0,0.45544252221182485,0,MEDIUM
1,0.5630163281530965,1,MEDIUM
0,0.5119783217564363,1,MEDIUM
0,0.5142403042449742,1,MEDIUM
0,0.5182951765177832,1,MEDIUM
0,0.500836613272743,1,MEDIUM
1,0.5052883878320505,1,MEDIUM
0,0.5247563745405549,1,MEDIUM
0,0.505069058649842,1,MEDIUM
0,0.5095659680414136,1,MEDIUM
0,0.5697268713913608,1,MEDIUM
0,0.5043996033487297,1,MEDIUM
0,0.4492400873197237,0,MEDIUM
0,0.5288587763486093,1,MEDIUM
0,0.513014973556028,1,MEDIUM
0,0.45579509377898014,0,MEDIUM
0,0.5252311113715721,1,MEDIUM
0,0.445717018060864,0,MEDIUM
0,0.48089774939202595,0,MEDIUM
0,0.5108794457213531,1,MEDIUM
0,0.5234216375685268,1,MEDIUM
0,0.4895745197007907,0,MEDIUM
1,0.4863929107802572,0,MEDIUM
0,0.4929587662716572,0,MEDIUM
0,0.5054506714524261,1,MEDIUM
1,0.5307638045394154,1,MEDIUM
0,0.49110920062825375,0,MEDIUM
0,0.49490849138902243,0,MEDIUM
0,0.5037058551557867,1,MEDIUM
0,0.49004646262284446,0,MEDIUM
0,0.48461101666078726,0,MEDIUM
0,0.47181514260388574,0,MEDIUM
1,0.5222654983241654,1,MEDIUM
0,0.550494941411997,1,MEDIUM
0,0.4666845137211558,0,MEDIUM
0,0.5226950669217291,1,MEDIUM
0,0.5007074298278092,1,MEDIUM
1,0.5207865374987108,1,MEDIUM
