booking_id,customer_id,trip_id,booking_date,travel_date,seat_count,ticket_price,total_amount,payment_method,booking_status
BOOK001246,CUST00780,TRIP00290,2025-04-07,2025-05-25,5,1181.81,5909.05,CASH,CANCELLED
BOOK001247,CUST00623,TRIP00280,2026-07-02,2026-08-18,4,928.63,3714.52,WALLET,CONFIRMED
BOOK001248,CUST04610,TRIP00020,2025-01-19,2025-01-20,3,942.32,2826.96,CASH,CONFIRMED
BOOK001249,CUST03578,TRIP00064,2025-09-14,2025-11-07,1,463.15,463.15,CASH,CANCELLED
BOOK001250,CUST00781,TRIP00078,2025-09-11,2025-10-09,4,1143.03,4572.12,UPI,CONFIRMED
BOOK001251,CUST04488,TRIP00100,2026-02-17,2026-02-21,1,1230.9,1230.9,CASH,CONFIRMED
BOOK001252,CUST03463,TRIP00231,2025-01-13,2025-02-15,3,988.38,2965.14,UPI,CONFIRMED
BOOK001253,CUST02055,TRIP00150,2025-08-17,2025-10-13,1,687.25,687.25,WALLET,CONFIRMED
BOOK001254,CUST03302,TRIP00037,2026-01-11,2026-01-17,1,362.74,362.74,UPI,CONFIRMED
BOOK001255,CUST04708,TRIP00029,2026-10-26,2026-12-08,5,432.18,2160.9,NETBANKING,CONFIRMED
BOOK001256,CUST00331,TRIP00138,2026-03-07,2026-03-29,5,1219.95,6099.75,NETBANKING,CONFIRMED
BOOK001257,CUST04233,TRIP00032,2026-01-23,2026-02-02,1,1284.78,1284.78,UPI,CONFIRMED
BOOK001258,CUST01075,TRIP00014,2025-03-20,2025-03-25,2,1658.7,3317.4,NETBANKING,CONFIRMED
BOOK001259,CUST02672,TRIP00070,2025-10-28,2025-11-24,2,736.87,1473.74,CASH,CONFIRMED
BOOK001260,CUST02967,TRIP00203,2025-04-25,2025-06-03,5,1262.23,6311.15,NETBANKING,CONFIRMED
BOOK001261,CUST01161,TRIP00290,2025-03-30,2025-05-25,4,1104.18,4416.72,UPI,CONFIRMED
BOOK001262,CUST04050,TRIP00123,2025-04-26,2025-05-03,1,1255.03,1255.03,UPI,CONFIRMED
BOOK001263,CUST01877,TRIP00043,2024-12-10,2025-01-31,1,381.57,381.57,UPI,CONFIRMED
BOOK001264,CUST00751,TRIP00260,2025-09-20,2025-11-04,2,973.48,1946.96,CASH,CONFIRMED
BOOK001265,CUST02132,TRIP00057,2025-03-27,2025-04-25,5,953.92,4769.6,UPI,CONFIRMED
BOOK001266,CUST01284,TRIP00121,2025-07-13,2025-07-23,2,1010.49,2020.98,CASH,CONFIRMED
BOOK001267,CUST00882,TRIP00062,2025-04-13,2025-06-09,1,424.95,424.95,CARD,CONFIRMED
BOOK001268,CUST04370,TRIP00092,2025-06-27,2025-07-27,1,445.16,445.16,CARD,CONFIRMED
BOOK001269,CUST04479,TRIP00267,2026-06-23,2026-07-20,3,740.36,2221.08,NETBANKING,CANCELLED
BOOK001270,CUST03784,TRIP00191,2024-12-24,2025-01-23,1,970.8,970.8,CARD,CONFIRMED
BOOK001271,CUST04282,TRIP00146,2026-03-27,2026-05-06,1,706.1,706.1,CARD,CONFIRMED
BOOK001272,CUST04117,TRIP00215,2025-05-03,2025-06-08,3,823.27,2469.81,WALLET,CONFIRMED
BOOK001273,CUST03587,TRIP00234,2026-02-04,2026-02-09,2,920.81,1841.62,NETBANKING,PENDING
BOOK001274,CUST00242,TRIP00092,2025-06-20,2025-07-27,1,386.1,386.1,WALLET,CANCELLED
BOOK001275,CUST01826,TRIP00272,2026-10-19,2026-10-27,1,1262.12,1262.12,CARD,CONFIRMED
BOOK001276,CUST04909,TRIP00022,2025-08-20,2025-08-24,3,448.4,1345.2,UPI,CONFIRMED
BOOK001277,CUST01937,TRIP00114,2025-07-05,2025-07-14,3,979.31,2937.93,UPI,CONFIRMED
BOOK001278,CUST01091,TRIP00001,2025-07-17,2025-07-19,1,905.51,905.51,CARD,CONFIRMED
BOOK001279,CUST04896,TRIP00110,2026-09-24,2026-10-07,2,1167.72,2335.44,WALLET,PENDING
BOOK001280,CUST00869,TRIP00031,2025-01-08,2025-01-13,3,362.93,1088.79,NETBANKING,CONFIRMED
BOOK001281,CUST04628,TRIP00014,2025-02-18,2025-03-25,3,1747.14,5241.42,WALLET,CONFIRMED
BOOK001282,CUST04152,TRIP00225,2025-05-04,2025-06-01,2,378.76,757.52,NETBANKING,CONFIRMED
BOOK001283,CUST04601,TRIP00188,2026-09-04,2026-09-24,1,966.39,966.39,NETBANKING,CONFIRMED
BOOK001284,CUST04155,TRIP00156,2025-05-14,2025-06-25,2,1176.09,2352.18,WALLET,PENDING
BOOK001285,CUST03087,TRIP00138,2026-03-14,2026-03-29,3,1313.66,3940.98,UPI,PENDING
BOOK001286,CUST03661,TRIP00208,2026-04-08,2026-05-18,1,405.03,405.03,WALLET,CONFIRMED
BOOK001287,CUST04876,TRIP00248,2025-02-08,2025-03-27,3,461.61,1384.83,NETBANKING,PENDING
BOOK001288,CUST02688,TRIP00057,2025-03-24,2025-04-25,2,792.69,1585.38,WALLET,CONFIRMED
BOOK001289,CUST02388,TRIP00069,2026-09-21,2026-09-27,4,1126.06,4504.24,CARD,CONFIRMED
BOOK001290,CUST02101,TRIP00086,2026-09-22,2026-10-13,1,878.49,878.49,WALLET,CONFIRMED
BOOK001291,CUST00329,TRIP00249,2025-05-31,2025-07-13,2,398.71,797.42,CASH,PENDING
BOOK001292,CUST02419,TRIP00069,2026-09-01,2026-09-27,4,1042.84,4171.36,NETBANKING,CONFIRMED
BOOK001293,CUST02198,TRIP00297,2026-06-05,2026-08-04,1,1525.18,1525.18,CARD,CONFIRMED
BOOK001294,CUST00742,TRIP00061,2025-12-29,2026-02-22,1,878.87,878.87,CASH,CONFIRMED
BOOK001295,CUST03888,TRIP00242,2025-04-27,2025-06-23,2,686.89,1373.78,CASH,CONFIRMED
BOOK001296,CUST03406,TRIP00159,2025-05-31,2025-06-29,5,1034.51,5172.55,CASH,CONFIRMED
BOOK001297,CUST01859,TRIP00045,2025-09-26,2025-10-15,1,641.16,641.16,CARD,CANCELLED
BOOK001298,CUST04518,TRIP00264,2026-05-15,2026-06-22,1,359.46,359.46,UPI,CONFIRMED
BOOK001299,CUST03059,TRIP00112,2025-07-13,2025-07-16,2,520.18,1040.36,CASH,CONFIRMED
BOOK001300,CUST03101,TRIP00170,2025-12-27,2026-01-16,5,835.46,4177.3,CARD,PENDING
BOOK001301,CUST01531,TRIP00238,2026-10-31,2026-11-09,2,585.96,1171.92,CARD,CONFIRMED
BOOK001302,CUST00029,TRIP00225,2025-05-12,2025-06-01,1,388.49,388.49,WALLET,CONFIRMED
BOOK001303,CUST00372,TRIP00232,2026-01-27,2026-03-04,2,1111.51,2223.02,NETBANKING,CONFIRMED
BOOK001304,CUST04484,TRIP00202,2026-07-11,2026-08-31,4,1236.58,4946.32,NETBANKING,CONFIRMED
BOOK001305,CUST04666,TRIP00061,2026-02-11,2026-02-22,2,873.69,1747.38,UPI,CONFIRMED
BOOK001306,CUST03636,TRIP00108,2025-10-17,2025-11-12,3,924.39,2773.17,UPI,CONFIRMED
BOOK001307,CUST04844,TRIP00084,2025-04-29,2025-06-18,1,376.97,376.97,WALLET,CONFIRMED
BOOK001308,CUST04303,TRIP00144,2026-02-01,2026-03-23,1,857.27,857.27,CASH,CONFIRMED
BOOK001309,CUST02392,TRIP00022,2025-08-14,2025-08-24,4,425.18,1700.72,WALLET,CANCELLED
BOOK001310,CUST04563,TRIP00208,2026-05-03,2026-05-18,3,391.96,1175.88,NETBANKING,CONFIRMED
BOOK001311,CUST00035,TRIP00204,2025-01-20,2025-02-22,2,452.56,905.12,NETBANKING,CONFIRMED
BOOK001312,CUST03601,TRIP00136,2025-06-22,2025-07-30,1,1223.03,1223.03,WALLET,CONFIRMED
BOOK001313,CUST02244,TRIP00178,2025-12-17,2026-01-12,2,1366.59,2733.18,UPI,CONFIRMED
BOOK001314,CUST03198,TRIP00277,2026-06-24,2026-08-16,1,991.43,991.43,CARD,CONFIRMED
BOOK001315,CUST02998,TRIP00218,2026-01-02,2026-02-24,3,1000.06,3000.18,NETBANKING,CONFIRMED
BOOK001316,CUST00936,TRIP00278,2025-09-13,2025-09-19,3,1471.46,4414.38,UPI,CANCELLED
BOOK001317,CUST03589,TRIP00276,2025-11-03,2025-12-19,2,714.87,1429.74,CASH,CONFIRMED
BOOK001318,CUST03486,TRIP00040,2025-05-31,2025-06-28,1,2271.86,2271.86,CARD,CONFIRMED
BOOK001319,CUST03434,TRIP00030,2026-07-28,2026-08-04,1,1714.84,1714.84,CASH,CONFIRMED
BOOK001320,CUST02116,TRIP00259,2025-08-15,2025-09-09,1,2064.64,2064.64,UPI,CONFIRMED
BOOK001321,CUST01819,TRIP00224,2025-05-04,2025-06-18,1,1131.7,1131.7,CASH,CONFIRMED
BOOK001322,CUST02120,TRIP00147,2025-12-04,2026-01-26,5,440.4,2202.0,UPI,CANCELLED
BOOK001323,CUST04366,TRIP00130,2026-05-07,2026-05-13,1,1570.05,1570.05,UPI,CONFIRMED
BOOK001324,CUST04913,TRIP00131,2025-08-01,2025-08-15,3,1183.69,3551.07,UPI,CONFIRMED
BOOK001325,CUST03502,TRIP00292,2025-07-09,2025-07-25,1,377.57,377.57,UPI,CONFIRMED
BOOK001326,CUST01552,TRIP00016,2026-11-05,2026-12-13,2,1812.3,3624.6,UPI,CONFIRMED
BOOK001327,CUST02310,TRIP00138,2026-02-07,2026-03-29,1,1508.52,1508.52,CARD,CONFIRMED
BOOK001328,CUST01500,TRIP00292,2025-06-06,2025-07-25,1,484.6,484.6,CASH,CONFIRMED
BOOK001329,CUST00239,TRIP00227,2026-11-11,2026-12-30,1,872.0,872.0,CASH,CONFIRMED
BOOK001330,CUST02067,TRIP00221,2025-12-23,2026-02-03,2,395.89,791.78,CASH,CONFIRMED
BOOK001331,CUST02659,TRIP00130,2026-04-21,2026-05-13,2,1616.92,3233.84,UPI,CONFIRMED
BOOK001332,CUST00581,TRIP00280,2026-08-04,2026-08-18,4,829.49,3317.96,CARD,CONFIRMED
BOOK001333,CUST04512,TRIP00080,2026-07-24,2026-09-08,1,1795.86,1795.86,CASH,CANCELLED
BOOK001334,CUST02059,TRIP00265,2025-11-04,2025-12-08,4,650.26,2601.04,CARD,CONFIRMED
BOOK001335,CUST00750,TRIP00183,2024-11-24,2025-01-13,4,1086.96,4347.84,CARD,CONFIRMED
BOOK001336,CUST00416,TRIP00299,2024-12-22,2025-01-21,1,1394.63,1394.63,UPI,CONFIRMED
BOOK001337,CUST00628,TRIP00023,2026-05-01,2026-06-06,5,1184.98,5924.9,CARD,CONFIRMED
BOOK001338,CUST01319,TRIP00082,2026-10-23,2026-11-01,2,861.52,1723.04,CASH,CANCELLED
BOOK001339,CUST04095,TRIP00081,2025-06-12,2025-07-23,2,915.49,1830.98,UPI,CONFIRMED
BOOK001340,CUST00184,TRIP00293,2025-05-10,2025-06-14,2,1052.66,2105.32,UPI,CANCELLED
BOOK001341,CUST04064,TRIP00208,2026-04-19,2026-05-18,4,432.58,1730.32,UPI,CONFIRMED
BOOK001342,CUST01842,TRIP00288,2026-04-08,2026-04-20,3,654.77,1964.31,CASH,CONFIRMED
BOOK001343,CUST01249,TRIP00081,2025-06-29,2025-07-23,2,975.8,1951.6,UPI,PENDING
BOOK001344,CUST00148,TRIP00242,2025-06-22,2025-06-23,1,645.76,645.76,NETBANKING,CONFIRMED
BOOK001345,CUST03225,TRIP00001,2025-07-06,2025-07-19,1,781.46,781.46,CARD,CONFIRMED
BOOK001346,CUST00630,TRIP00294,2025-08-18,2025-08-29,1,1565.76,1565.76,WALLET,CONFIRMED
BOOK001347,CUST02618,TRIP00118,2025-08-27,2025-10-05,4,1072.69,4290.76,NETBANKING,CANCELLED
BOOK001348,CUST01800,TRIP00176,2026-05-23,2026-06-18,1,1295.97,1295.97,WALLET,CONFIRMED
BOOK001349,CUST03100,TRIP00030,2026-06-21,2026-08-04,1,1700.57,1700.57,CASH,CONFIRMED
BOOK001350,CUST02831,TRIP00074,2026-08-25,2026-10-09,1,1187.77,1187.77,NETBANKING,CONFIRMED
BOOK001351,CUST02217,TRIP00144,2026-02-06,2026-03-23,1,1005.62,1005.62,CARD,CANCELLED
BOOK001352,CUST02320,TRIP00010,2025-06-26,2025-07-02,1,1600.3,1600.3,WALLET,CONFIRMED
BOOK001353,CUST03735,TRIP00248,2025-01-28,2025-03-27,2,464.64,929.28,UPI,CONFIRMED
BOOK001354,CUST04702,TRIP00063,2025-04-27,2025-05-28,1,391.01,391.01,CASH,CONFIRMED
BOOK001355,CUST01553,TRIP00238,2026-09-20,2026-11-09,3,688.46,2065.38,CARD,CONFIRMED
BOOK001356,CUST04206,TRIP00050,2026-06-04,2026-07-19,1,662.87,662.87,CASH,CONFIRMED
BOOK001357,CUST03822,TRIP00178,2025-11-17,2026-01-12,1,1264.69,1264.69,NETBANKING,CONFIRMED
BOOK001358,CUST02121,TRIP00117,2025-06-04,2025-07-07,1,1029.51,1029.51,UPI,CONFIRMED
BOOK001359,CUST02736,TRIP00128,2026-06-03,2026-07-21,2,1864.38,3728.76,UPI,CONFIRMED
BOOK001360,CUST02155,TRIP00141,2026-08-17,2026-09-07,2,997.22,1994.44,UPI,CONFIRMED
BOOK001361,CUST01669,TRIP00096,2026-04-10,2026-05-05,2,923.58,1847.16,CASH,CONFIRMED
BOOK001362,CUST00336,TRIP00103,2026-08-28,2026-09-22,3,845.27,2535.81,CARD,CONFIRMED
BOOK001363,CUST03238,TRIP00066,2025-01-31,2025-03-15,5,1860.76,9303.8,CASH,CONFIRMED
BOOK001364,CUST00579,TRIP00262,2025-03-12,2025-03-18,1,907.07,907.07,UPI,CONFIRMED
BOOK001365,CUST01259,TRIP00154,2025-05-07,2025-07-03,1,665.16,665.16,WALLET,CANCELLED
BOOK001366,CUST04685,TRIP00290,2025-05-08,2025-05-25,2,1123.04,2246.08,CASH,CANCELLED
BOOK001367,CUST02621,TRIP00114,2025-05-24,2025-07-14,2,1164.52,2329.04,WALLET,CONFIRMED
BOOK001368,CUST03614,TRIP00049,2026-03-28,2026-04-13,1,672.02,672.02,UPI,CONFIRMED
BOOK001369,CUST01923,TRIP00286,2025-05-21,2025-05-30,1,949.88,949.88,NETBANKING,CANCELLED
BOOK001370,CUST02780,TRIP00098,2025-04-07,2025-05-29,1,368.14,368.14,CASH,CONFIRMED
BOOK001371,CUST00739,TRIP00061,2026-01-21,2026-02-22,3,831.22,2493.66,CARD,CONFIRMED
BOOK001372,CUST01858,TRIP00261,2025-11-20,2025-12-15,1,1779.74,1779.74,CASH,CONFIRMED
BOOK001373,CUST02905,TRIP00092,2025-06-27,2025-07-27,1,379.08,379.08,CARD,CONFIRMED
BOOK001374,CUST04462,TRIP00261,2025-11-26,2025-12-15,1,1748.66,1748.66,NETBANKING,CONFIRMED
BOOK001375,CUST00935,TRIP00157,2025-03-30,2025-05-19,3,1329.2,3987.6,CARD,CONFIRMED
BOOK001376,CUST01085,TRIP00186,2025-03-06,2025-03-09,3,1476.4,4429.2,WALLET,CONFIRMED
BOOK001377,CUST02752,TRIP00128,2026-07-07,2026-07-21,1,1981.52,1981.52,NETBANKING,CONFIRMED
BOOK001378,CUST01246,TRIP00267,2026-06-25,2026-07-20,3,879.76,2639.28,CARD,CONFIRMED
BOOK001379,CUST04075,TRIP00144,2026-02-20,2026-03-23,1,983.09,983.09,UPI,CONFIRMED
BOOK001380,CUST03767,TRIP00265,2025-11-06,2025-12-08,3,610.44,1831.32,UPI,CONFIRMED
BOOK001381,CUST04539,TRIP00226,2025-08-23,2025-10-12,2,1374.55,2749.1,UPI,CONFIRMED
BOOK001382,CUST01380,TRIP00191,2024-11-30,2025-01-23,1,1062.28,1062.28,WALLET,CANCELLED
BOOK001383,CUST03174,TRIP00036,2025-01-12,2025-02-24,1,624.55,624.55,CARD,CONFIRMED
BOOK001384,CUST03773,TRIP00125,2025-04-19,2025-05-11,3,458.22,1374.66,CASH,CONFIRMED
BOOK001385,CUST00232,TRIP00015,2026-01-20,2026-02-15,1,912.28,912.28,CASH,CONFIRMED
BOOK001386,CUST04534,TRIP00140,2025-12-27,2026-02-19,3,1610.26,4830.78,WALLET,CONFIRMED
BOOK001387,CUST04223,TRIP00201,2025-08-21,2025-09-07,1,841.32,841.32,WALLET,CONFIRMED
BOOK001388,CUST01481,TRIP00070,2025-10-11,2025-11-24,1,764.56,764.56,CARD,CANCELLED
BOOK001389,CUST03064,TRIP00214,2026-10-23,2026-11-14,2,1191.35,2382.7,WALLET,PENDING
BOOK001390,CUST01924,TRIP00242,2025-05-23,2025-06-23,2,652.89,1305.78,CARD,CONFIRMED
BOOK001391,CUST04211,TRIP00295,2025-09-18,2025-10-02,1,457.32,457.32,CASH,CONFIRMED
BOOK001392,CUST04675,TRIP00259,2025-07-17,2025-09-09,4,1867.85,7471.4,UPI,CONFIRMED
BOOK001393,CUST02003,TRIP00286,2025-04-08,2025-05-30,3,855.32,2565.96,WALLET,CANCELLED
BOOK001394,CUST01430,TRIP00296,2026-09-29,2026-11-06,2,841.6,1683.2,NETBANKING,CONFIRMED
BOOK001395,CUST02251,TRIP00188,2026-08-05,2026-09-24,1,924.52,924.52,UPI,CONFIRMED
BOOK001396,CUST02722,TRIP00076,2025-06-27,2025-08-10,2,1117.79,2235.58,UPI,CONFIRMED
BOOK001397,CUST03127,TRIP00103,2026-07-26,2026-09-22,3,892.91,2678.73,NETBANKING,CONFIRMED
BOOK001398,CUST03485,TRIP00098,2025-04-09,2025-05-29,1,389.32,389.32,NETBANKING,CONFIRMED
BOOK001399,CUST01649,TRIP00040,2025-06-01,2025-06-28,4,1816.74,7266.96,CASH,CONFIRMED
BOOK001400,CUST01931,TRIP00262,2025-01-20,2025-03-18,2,1057.08,2114.16,NETBANKING,CONFIRMED
BOOK001401,CUST04354,TRIP00226,2025-10-01,2025-10-12,4,1361.07,5444.28,UPI,CONFIRMED
BOOK001402,CUST03515,TRIP00019,2025-05-21,2025-06-06,3,396.25,1188.75,WALLET,CANCELLED
BOOK001403,CUST00340,TRIP00255,2025-07-09,2025-07-23,4,1806.36,7225.44,CARD,CONFIRMED
BOOK001404,CUST03693,TRIP00178,2025-12-31,2026-01-12,1,1310.04,1310.04,CARD,CONFIRMED
BOOK001405,CUST01793,TRIP00034,2026-08-24,2026-09-24,1,727.86,727.86,WALLET,CONFIRMED
BOOK001406,CUST00416,TRIP00156,2025-05-02,2025-06-25,3,1102.82,3308.46,CASH,CONFIRMED
BOOK001407,CUST03431,TRIP00296,2026-10-29,2026-11-06,4,823.12,3292.48,NETBANKING,CONFIRMED
BOOK001408,CUST02342,TRIP00049,2026-04-02,2026-04-13,1,684.31,684.31,UPI,CONFIRMED
BOOK001409,CUST03416,TRIP00227,2026-12-11,2026-12-30,3,899.03,2697.09,CASH,CONFIRMED
BOOK001410,CUST04364,TRIP00207,2026-09-07,2026-09-22,1,790.7,790.7,WALLET,CANCELLED
BOOK001411,CUST01411,TRIP00280,2026-07-11,2026-08-18,1,796.36,796.36,CARD,CANCELLED
BOOK001412,CUST01127,TRIP00066,2025-03-03,2025-03-15,1,1878.09,1878.09,CASH,CONFIRMED
BOOK001413,CUST04511,TRIP00158,2026-07-27,2026-09-16,3,533.03,1599.09,NETBANKING,PENDING
BOOK001414,CUST01479,TRIP00174,2025-02-27,2025-03-11,4,811.59,3246.36,UPI,CANCELLED
BOOK001415,CUST00068,TRIP00292,2025-06-27,2025-07-25,1,430.97,430.97,WALLET,CANCELLED
BOOK001416,CUST01562,TRIP00058,2026-06-18,2026-07-18,1,909.9,909.9,CARD,CONFIRMED
BOOK001417,CUST02973,TRIP00136,2025-06-08,2025-07-30,1,1286.23,1286.23,CARD,CONFIRMED
BOOK001418,CUST02288,TRIP00072,2026-11-04,2026-12-03,1,1111.08,1111.08,UPI,CONFIRMED
BOOK001419,CUST03179,TRIP00247,2026-05-20,2026-06-08,1,1266.61,1266.61,WALLET,CONFIRMED
BOOK001420,CUST03737,TRIP00263,2024-12-01,2025-01-24,4,745.93,2983.72,WALLET,CANCELLED
BOOK001421,CUST01818,TRIP00263,2024-12-18,2025-01-24,2,902.75,1805.5,WALLET,CANCELLED
BOOK001422,CUST00253,TRIP00031,2025-01-02,2025-01-13,3,444.33,1332.99,CARD,CONFIRMED
BOOK001423,CUST04718,TRIP00241,2024-11-24,2025-01-22,1,1354.15,1354.15,CASH,CONFIRMED
BOOK001424,CUST04481,TRIP00285,2026-01-20,2026-01-23,4,1944.92,7779.68,UPI,CONFIRMED
BOOK001425,CUST03314,TRIP00017,2025-06-01,2025-06-12,3,1741.9,5225.7,CASH,CONFIRMED
BOOK001426,CUST00161,TRIP00145,2025-12-02,2025-12-23,1,728.4,728.4,CASH,CONFIRMED
BOOK001427,CUST02507,TRIP00096,2026-04-20,2026-05-05,1,859.6,859.6,WALLET,CONFIRMED
BOOK001428,CUST01824,TRIP00088,2026-10-31,2026-11-12,1,847.75,847.75,WALLET,CONFIRMED
BOOK001429,CUST00740,TRIP00184,2025-05-21,2025-06-05,3,1471.35,4414.05,CASH,CONFIRMED
BOOK001430,CUST02108,TRIP00092,2025-06-04,2025-07-27,2,359.39,718.78,WALLET,CANCELLED
BOOK001431,CUST04195,TRIP00086,2026-09-14,2026-10-13,4,854.22,3416.88,WALLET,CANCELLED
BOOK001432,CUST03667,TRIP00187,2026-03-26,2026-05-21,1,786.15,786.15,NETBANKING,CONFIRMED
BOOK001433,CUST02266,TRIP00220,2025-02-23,2025-03-09,1,436.17,436.17,CASH,CONFIRMED
BOOK001434,CUST04672,TRIP00026,2026-01-14,2026-02-07,1,419.7,419.7,CASH,CONFIRMED
BOOK001435,CUST04291,TRIP00098,2025-05-01,2025-05-29,3,448.27,1344.81,WALLET,CONFIRMED
BOOK001436,CUST04273,TRIP00095,2025-08-14,2025-09-07,2,503.36,1006.72,UPI,CONFIRMED
BOOK001437,CUST04224,TRIP00114,2025-06-09,2025-07-14,1,1107.01,1107.01,CASH,CANCELLED
BOOK001438,CUST03213,TRIP00156,2025-05-02,2025-06-25,2,1085.84,2171.68,UPI,CONFIRMED
BOOK001439,CUST01692,TRIP00167,2026-01-23,2026-03-22,3,714.55,2143.65,CARD,CANCELLED
BOOK001440,CUST01293,TRIP00028,2025-12-23,2026-02-01,1,969.47,969.47,CASH,CONFIRMED
BOOK001441,CUST03856,TRIP00278,2025-07-22,2025-09-19,1,1655.38,1655.38,CARD,CONFIRMED
BOOK001442,CUST00113,TRIP00175,2025-03-22,2025-04-14,2,1499.53,2999.06,CARD,CONFIRMED
BOOK001443,CUST01573,TRIP00133,2026-03-06,2026-03-22,3,315.77,947.31,NETBANKING,CONFIRMED
BOOK001444,CUST00189,TRIP00288,2026-02-21,2026-04-20,3,617.3,1851.9,UPI,PENDING
BOOK001445,CUST00606,TRIP00105,2026-07-29,2026-09-07,2,736.41,1472.82,UPI,CONFIRMED
BOOK001446,CUST03554,TRIP00198,2026-04-15,2026-04-30,4,1854.13,7416.52,CASH,CONFIRMED
BOOK001447,CUST03016,TRIP00222,2026-12-09,2026-12-28,1,991.29,991.29,CARD,CONFIRMED
BOOK001448,CUST00876,TRIP00102,2025-12-18,2026-02-05,2,1653.16,3306.32,CARD,CONFIRMED
BOOK001449,CUST03630,TRIP00031,2024-12-18,2025-01-13,2,421.96,843.92,CASH,CONFIRMED
BOOK001450,CUST03789,TRIP00087,2026-03-21,2026-03-23,3,1435.94,4307.82,CARD,CONFIRMED
BOOK001451,CUST00013,TRIP00046,2025-01-17,2025-01-25,1,450.1,450.1,NETBANKING,CONFIRMED
BOOK001452,CUST00439,TRIP00125,2025-05-05,2025-05-11,2,471.48,942.96,NETBANKING,CONFIRMED
BOOK001453,CUST00158,TRIP00076,2025-06-22,2025-08-10,4,1065.93,4263.72,CASH,CANCELLED
BOOK001454,CUST01119,TRIP00020,2024-12-11,2025-01-20,1,981.11,981.11,CARD,CONFIRMED
BOOK001455,CUST03401,TRIP00280,2026-07-17,2026-08-18,4,794.07,3176.28,NETBANKING,CONFIRMED
BOOK001456,CUST01188,TRIP00067,2025-11-25,2026-01-02,1,2003.25,2003.25,UPI,CONFIRMED
BOOK001457,CUST03078,TRIP00114,2025-06-19,2025-07-14,1,1085.92,1085.92,UPI,CANCELLED
BOOK001458,CUST03795,TRIP00038,2024-12-30,2025-02-05,1,1515.15,1515.15,UPI,CONFIRMED
BOOK001459,CUST03802,TRIP00158,2026-08-09,2026-09-16,1,562.55,562.55,CARD,CONFIRMED
BOOK001460,CUST04211,TRIP00058,2026-07-11,2026-07-18,1,815.73,815.73,WALLET,CONFIRMED
BOOK001461,CUST01335,TRIP00101,2026-01-31,2026-02-09,1,1394.16,1394.16,NETBANKING,CANCELLED
BOOK001462,CUST03055,TRIP00242,2025-05-23,2025-06-23,2,557.3,1114.6,WALLET,CANCELLED
BOOK001463,CUST03060,TRIP00195,2026-02-10,2026-02-27,1,1395.01,1395.01,CARD,CANCELLED
BOOK001464,CUST03362,TRIP00270,2024-12-30,2025-02-13,1,688.03,688.03,WALLET,CONFIRMED
BOOK001465,CUST00602,TRIP00122,2026-07-12,2026-09-02,1,442.44,442.44,CASH,CONFIRMED
BOOK001466,CUST00844,TRIP00249,2025-06-05,2025-07-13,2,429.91,859.82,NETBANKING,CANCELLED
BOOK001467,CUST02900,TRIP00213,2025-10-07,2025-10-28,2,795.36,1590.72,UPI,CONFIRMED
BOOK001468,CUST00836,TRIP00182,2025-10-05,2025-10-10,1,958.39,958.39,NETBANKING,CONFIRMED
BOOK001469,CUST03249,TRIP00143,2026-07-17,2026-08-09,1,1067.45,1067.45,CARD,CONFIRMED
BOOK001470,CUST04887,TRIP00209,2025-05-15,2025-05-22,1,839.23,839.23,CARD,CONFIRMED
BOOK001471,CUST02614,TRIP00134,2026-01-11,2026-02-23,1,427.58,427.58,CASH,CONFIRMED
BOOK001472,CUST01814,TRIP00149,2026-03-10,2026-04-09,3,1625.67,4877.01,CARD,CONFIRMED
BOOK001473,CUST00862,TRIP00278,2025-08-26,2025-09-19,3,1727.64,5182.92,CARD,CANCELLED
BOOK001474,CUST04856,TRIP00160,2026-01-16,2026-01-22,3,1140.63,3421.89,NETBANKING,CONFIRMED
BOOK001475,CUST00950,TRIP00144,2026-02-10,2026-03-23,1,1018.86,1018.86,CASH,CONFIRMED
BOOK001476,CUST04044,TRIP00156,2025-05-05,2025-06-25,1,1084.54,1084.54,UPI,CONFIRMED
BOOK001477,CUST03942,TRIP00121,2025-07-03,2025-07-23,3,1120.64,3361.92,WALLET,CONFIRMED
BOOK001478,CUST01168,TRIP00191,2024-12-13,2025-01-23,1,1088.17,1088.17,CARD,CONFIRMED
BOOK001479,CUST04816,TRIP00056,2025-03-27,2025-05-23,1,1810.2,1810.2,CASH,CONFIRMED
BOOK001480,CUST04553,TRIP00284,2026-09-28,2026-10-26,2,363.6,727.2,UPI,CANCELLED
BOOK001481,CUST02984,TRIP00182,2025-09-29,2025-10-10,1,954.52,954.52,NETBANKING,CONFIRMED
BOOK001482,CUST04914,TRIP00011,2026-07-06,2026-08-03,3,1244.86,3734.58,CASH,CONFIRMED
BOOK001483,CUST01965,TRIP00044,2026-01-07,2026-02-27,3,927.44,2782.32,CASH,CONFIRMED
BOOK001484,CUST03916,TRIP00120,2026-05-11,2026-05-22,2,918.56,1837.12,WALLET,CONFIRMED
BOOK001485,CUST03402,TRIP00286,2025-05-21,2025-05-30,4,921.35,3685.4,CASH,CONFIRMED
BOOK001486,CUST03663,TRIP00220,2025-02-19,2025-03-09,1,413.05,413.05,CASH,CONFIRMED
BOOK001487,CUST00949,TRIP00005,2025-09-29,2025-11-18,2,440.02,880.04,NETBANKING,CANCELLED
